customer_no,owner_indic,acct_type,utilization,utilization_count
319,1,10,Balanced,1
319,1,10,High,2
319,1,10,Low,1
320,1,10,Low,2
321,1,5,High,6
321,1,10,High,2
321,1,10,Low,4
322,1,6,Low,5
322,1,10,High,2
322,1,10,Low,2
322,1,32,High,1
323,1,10,Balanced,1
323,1,10,High,1
323,1,10,Low,10
323,2,10,Low,1
324,1,1,High,1
324,1,5,High,1
324,1,10,High,1
324,1,10,Low,2
324,1,13,Low,1
325,1,6,Low,3
325,1,10,High,1
325,1,10,Low,3
326,1,1,High,2
326,1,5,Low,1
326,1,10,High,1
326,1,10,Low,4
326,1,13,Low,1
327,1,6,Low,2
327,1,10,High,1
327,1,10,Low,1
328,1,10,Low,1
328,1,13,Low,1
329,1,10,Balanced,1
329,1,10,Low,2
329,1,13,Low,1
330,1,10,Balanced,1
330,1,10,Low,3
330,1,53,Low,1
331,1,10,Low,2
332,1,1,High,1
332,1,10,High,2
332,1,10,Low,4
332,4,2,High,1
333,1,1,High,3
333,1,1,Low,2
333,1,6,Low,3
333,1,10,High,1
333,1,10,Low,4
333,1,51,Low,1
334,1,7,Low,1
334,1,10,Low,2
334,4,8,High,1
335,1,5,High,3
335,1,10,High,5
335,1,10,Low,5
336,1,5,High,2
336,1,10,Low,2
337,1,1,High,1
337,1,6,High,1
337,1,10,High,1
337,1,13,Low,2
337,4,1,High,1
338,1,0,High,5
338,1,1,High,4
338,1,6,Low,14
338,1,7,High,1
338,1,10,High,1
338,1,10,Low,1
338,1,13,Low,1
338,1,32,High,1
338,4,1,High,1
338,4,13,Low,1
339,1,1,High,1
339,1,10,Balanced,1
339,1,10,High,7
339,1,10,Low,5
340,1,5,High,1
340,1,10,Low,3
341,1,0,Low,1
341,1,6,High,1
341,1,6,Low,5
341,1,10,Balanced,1
341,1,10,High,2
342,1,2,High,1
342,1,5,High,1
342,1,6,Low,1
342,1,10,High,2
342,1,10,Low,5
343,1,1,High,2
343,1,5,High,2
343,1,6,Low,6
343,1,10,High,4
343,1,10,Low,8
344,1,10,High,1
344,1,10,Low,1
345,1,0,High,1
345,1,1,High,2
345,1,5,High,3
345,1,6,Low,5
345,1,13,Low,2
346,1,6,Low,1
346,1,10,Low,3
347,1,1,High,3
347,1,2,High,1
347,1,6,Low,2
347,1,10,High,2
347,1,10,Low,7
347,4,2,High,1
348,1,10,High,1
348,1,10,Low,1
349,1,6,Low,1
349,1,10,Balanced,1
349,1,10,Low,5
349,4,2,High,2
350,1,6,Low,4
350,1,7,Low,1
350,1,10,High,1
350,1,10,Low,2
350,1,13,Low,2
350,1,32,High,1
351,1,10,Low,2
352,1,6,Low,3
352,1,10,High,1
352,1,10,Low,1
353,1,1,High,2
353,1,5,High,3
353,1,5,Low,2
353,1,10,High,4
353,1,10,Low,9
353,2,10,High,1
353,2,10,Low,1
354,1,1,High,3
354,1,6,Low,5
354,1,10,Low,1
355,1,1,High,1
355,1,10,Low,2
355,4,2,High,1
356,1,2,High,1
356,1,6,Low,1
356,1,10,Balanced,1
356,1,10,High,1
356,1,10,Low,5
356,1,13,Low,2
356,1,15,High,1
356,4,2,High,1
357,1,5,High,2
357,1,7,Low,2
357,1,10,High,2
357,1,10,Low,3
357,1,13,Low,1
358,1,10,High,6
359,1,10,High,1
359,1,10,Low,3
360,1,1,High,1
360,1,6,Low,3
360,1,10,High,2
360,1,10,Low,4
361,1,10,Low,3
362,1,10,Low,1
363,1,10,Balanced,2
363,1,10,High,4
363,1,10,Low,8
364,1,5,Low,1
364,1,10,Low,3
365,1,10,High,1
365,1,10,Low,1
366,1,0,High,1
366,1,5,High,2
366,1,5,Low,2
366,1,10,High,2
366,1,10,Low,3
366,1,13,Low,2
367,1,5,Low,1
367,1,7,Low,1
367,1,10,High,2
367,1,10,Low,4
367,4,2,High,1
368,1,0,High,1
368,1,1,High,1
368,1,5,High,2
368,1,10,High,2
368,1,10,Low,4
369,1,5,High,1
369,1,6,Low,1
369,1,10,High,3
369,1,10,Low,3
370,1,0,High,1
370,1,1,High,1
370,1,1,Low,1
370,1,5,Low,1
370,1,10,High,2
370,1,10,Low,1
370,1,13,Low,2
371,1,0,High,1
371,1,10,Low,2
372,1,6,Low,3
372,1,13,Low,1
373,1,5,High,1
373,1,10,Low,1
373,1,13,Low,1
374,1,2,High,1
374,1,10,High,1
374,1,10,Low,4
375,1,2,High,1
375,1,5,Low,2
375,1,6,Low,2
375,1,10,Balanced,1
375,1,10,High,3
375,1,10,Low,7
375,1,13,Low,1
375,2,10,Low,1
376,1,5,High,1
376,1,10,High,1
376,1,10,Low,1
377,1,10,Low,3
378,1,5,High,2
378,1,10,Balanced,1
378,1,10,Low,5
378,1,13,Low,1
379,1,6,Low,5
379,1,10,High,1
379,1,10,Low,2
379,4,1,High,2
380,1,0,High,1
380,1,5,High,2
380,1,7,Low,1
381,1,6,Low,2
381,1,10,High,2
381,1,10,Low,6
382,1,6,Low,1
382,1,10,Low,2
383,1,5,High,1
383,1,6,Low,2
383,1,7,Low,1
383,1,10,High,6
383,1,10,Low,9
383,1,13,Low,1
383,4,2,High,1
384,1,0,High,1
384,1,5,High,1
384,1,10,Low,3
385,1,5,Low,1
385,1,6,Low,1
385,1,10,Low,2
386,1,5,High,4
386,1,5,Low,1
386,1,10,High,2
386,1,10,Low,1
387,1,5,High,1
387,1,6,Low,7
387,1,13,Low,1
387,1,32,High,1
388,1,6,Low,3
388,1,10,Low,1
389,1,5,Low,1
389,1,10,Low,1
390,1,10,High,1
390,1,10,Low,6
391,1,5,High,1
391,1,10,Low,2
391,1,32,High,1
392,1,5,High,1
392,1,10,Balanced,1
392,1,10,Low,3
392,1,13,Low,1
393,1,10,Low,9
393,2,10,Low,1
393,4,13,Low,1
394,1,1,High,1
394,1,2,High,1
394,1,5,High,1
394,1,10,Balanced,1
394,1,10,High,7
394,1,10,Low,5
394,1,13,Low,1
395,1,0,High,1
395,1,6,Low,1
395,1,10,Balanced,1
395,1,10,High,1
395,1,10,Low,2
396,1,1,High,1
396,1,5,High,1
396,1,6,Low,4
396,1,10,Balanced,1
396,1,10,Low,4
396,1,13,Low,2
397,1,1,High,1
397,1,5,High,5
397,1,10,High,2
397,1,10,Low,2
398,1,1,High,1
398,1,5,Low,1
398,1,10,High,1
398,1,10,Low,7
398,2,10,Low,1
399,1,0,High,1
399,1,1,High,1
399,1,5,High,2
399,1,10,Low,3
399,4,2,High,1
400,1,1,High,1
400,1,5,High,5
400,1,6,Low,2
400,1,10,High,2
400,1,10,Low,4
400,1,13,Low,1
401,1,5,High,2
401,1,10,High,1
401,1,10,Low,1
402,1,1,High,1
402,1,5,High,1
402,1,6,High,1
402,1,6,Low,2
402,1,10,High,2
402,1,10,Low,3
402,1,13,Low,1
403,1,6,Low,1
403,1,10,Balanced,1
403,1,10,High,1
403,1,10,Low,8
404,1,1,High,1
404,1,2,High,1
404,1,5,High,1
404,1,6,Low,5
404,1,10,High,5
404,1,10,Low,9
404,1,12,High,1
405,1,6,Low,1
405,1,10,Balanced,1
405,1,10,Low,2
406,1,5,High,2
406,1,5,Low,1
406,1,10,High,4
406,1,10,Low,2
406,1,13,Low,1
407,1,1,High,2
407,1,1,Low,2
407,1,5,High,4
407,1,6,Low,2
407,1,10,High,2
407,1,10,Low,4
408,1,2,High,2
408,1,6,High,2
408,1,10,High,13
408,1,10,Low,12
408,3,51,High,2
408,4,1,High,1
409,1,0,High,1
409,1,1,High,1
409,1,5,Low,2
409,1,6,Low,1
409,1,10,Balanced,1
409,1,10,High,2
409,1,10,Low,9
410,1,10,Low,2
410,1,13,Low,1
411,1,6,Low,3
411,1,10,Low,5
411,1,13,Low,1
411,1,32,High,1
412,1,5,High,2
412,1,10,High,6
412,1,10,Low,4
412,1,13,Low,2
413,1,1,High,2
413,1,5,Low,1
413,1,6,Low,3
413,1,10,Low,5
413,1,13,Low,5
414,1,10,High,2
414,1,13,Low,1
414,4,2,High,1
415,1,10,Low,3
416,1,5,High,1
416,1,10,Low,1
417,1,6,Low,4
417,1,10,Low,4
418,1,5,High,1
418,1,5,Low,5
418,1,6,Low,6
418,1,7,Low,6
418,1,10,High,2
418,1,10,Low,2
418,1,51,Low,1
418,2,10,High,1
418,4,1,High,3
419,1,6,High,1
419,1,6,Low,2
419,1,10,Low,1
419,1,13,Low,1
420,1,5,Low,1
420,1,6,Low,1
420,1,10,High,3
420,1,10,Low,1
421,1,5,High,2
421,1,10,High,3
421,1,10,Low,7
422,1,6,Low,4
422,1,10,Balanced,1
422,1,10,High,3
422,1,10,Low,10
422,1,15,Low,4
423,1,5,High,3
423,1,7,High,1
423,1,10,Balanced,1
423,1,10,High,2
423,1,10,Low,5
423,1,12,Low,1
423,4,2,High,1
424,1,10,Low,1
425,1,5,High,1
425,1,6,Low,2
425,1,10,High,4
425,1,10,Low,6
425,1,32,High,1
426,1,10,Low,2
427,1,10,Low,2
428,1,10,Low,4
429,1,10,High,5
429,1,10,Low,1
430,1,1,High,2
430,1,7,High,4
430,1,10,High,1
430,3,1,High,1
431,1,10,Balanced,1
431,1,10,High,2
431,1,10,Low,1
431,1,17,High,2
431,1,51,High,1
432,1,5,High,1
432,1,10,High,1
432,1,10,Low,2
433,1,1,High,1
433,1,1,Low,2
433,1,5,High,2
433,1,5,Low,1
433,1,6,Low,6
433,1,10,High,7
433,1,10,Low,9
433,1,12,High,1
433,1,13,Low,2
434,1,0,High,2
434,1,1,High,4
434,1,1,Low,2
434,1,10,High,2
434,1,10,Low,2
434,4,2,High,2
435,1,1,High,1
435,1,6,Low,1
435,1,10,Balanced,1
435,1,10,Low,3
435,1,13,Low,1
436,1,0,High,1
436,1,5,High,1
436,1,10,High,2
436,1,10,Low,3
436,4,2,High,1
437,1,6,Low,1
437,1,10,High,1
437,1,10,Low,2
438,1,1,High,1
438,1,5,Low,1
438,1,10,High,1
438,1,10,Low,1
438,2,10,Low,1
438,4,2,High,1
439,1,1,High,1
439,1,6,Low,1
439,1,13,Low,1
440,1,1,High,4
440,1,10,High,1
440,1,10,Low,2
441,1,7,High,1
441,1,10,Low,1
441,4,5,High,2
442,1,10,Balanced,1
442,1,10,High,1
442,1,10,Low,1
442,4,5,High,1
443,1,1,Low,1
443,1,6,Low,1
443,1,10,Low,1
444,1,6,Low,2
444,1,10,Balanced,1
444,1,10,High,2
444,1,10,Low,2
444,2,10,Low,1
445,2,10,Balanced,1
445,4,2,High,1
446,1,5,High,1
446,1,6,Low,1
446,1,10,Balanced,1
446,1,10,High,4
446,1,10,Low,11
447,1,1,High,1
447,1,5,High,1
447,1,10,High,1
447,1,10,Low,3
448,1,5,High,1
448,1,5,Low,2
448,1,10,Low,2
449,1,0,High,1
449,1,1,High,1
449,1,2,High,1
449,1,5,High,3
449,1,10,Low,4
449,1,13,Low,1
450,1,6,Low,1
450,1,10,Low,2
451,1,5,High,1
451,1,10,High,1
451,1,10,Low,2
452,1,6,Low,1
453,1,6,Low,2
453,1,10,Low,3
454,1,1,High,1
454,1,5,High,2
454,1,5,Low,1
454,1,6,Low,1
454,1,10,Balanced,1
454,1,10,High,1
454,1,10,Low,3
454,4,13,Low,1
455,1,1,High,4
455,1,6,Low,3
455,1,10,High,2
455,1,10,Low,1
455,1,13,Low,1
455,4,1,High,1
455,4,17,High,1
456,1,2,High,1
456,1,6,Low,1
456,1,10,Balanced,1
456,1,10,High,1
456,1,10,Low,4
456,1,13,Low,1
456,2,10,Low,1
457,1,5,High,1
457,1,10,High,1
457,1,10,Low,3
458,1,5,High,1
458,1,10,Low,3
459,1,6,Low,1
459,1,10,High,1
459,1,10,Low,4
460,1,2,High,1
460,1,5,High,4
460,1,7,High,1
460,1,10,High,2
460,1,10,Low,4
460,1,12,High,1
460,1,13,Low,1
461,1,5,High,3
461,1,6,Low,1
461,1,10,High,1
461,1,10,Low,3
462,1,6,Low,6
462,1,10,Low,4
462,1,13,Low,2
463,1,1,High,2
463,1,5,High,2
463,1,5,Low,2
463,1,6,Low,3
463,1,10,High,5
463,1,10,Low,4
463,3,17,High,2
463,4,1,High,1
463,4,5,High,1
464,1,10,Low,2
465,1,8,High,1
465,1,10,Balanced,1
465,1,10,High,2
465,1,10,Low,2
465,2,10,Low,1
465,4,8,High,1
466,1,10,Low,3
467,1,10,Low,2
468,1,5,High,2
468,1,6,Low,1
468,1,10,Balanced,1
468,1,10,High,1
468,1,10,Low,4
468,4,2,High,1
469,1,10,Low,1
470,1,1,High,2
470,1,10,High,3
470,1,10,Low,7
470,4,3,High,1
471,1,5,High,1
471,1,10,Low,3
472,1,1,High,2
472,1,5,High,4
472,1,5,Low,4
472,1,6,Low,4
472,1,10,Low,10
472,1,13,Low,2
473,1,1,High,1
473,1,10,Balanced,1
473,1,10,High,4
473,1,10,Low,10
473,4,1,High,1
474,1,10,High,1
474,1,10,Low,3
474,1,12,Low,1
475,1,10,Low,3
476,1,1,High,1
476,1,10,Low,1
477,1,5,High,1
477,1,6,Low,6
477,1,10,Balanced,1
477,1,10,High,5
477,1,10,Low,2
477,2,10,Low,1
478,1,5,High,5
478,1,7,Low,1
478,1,10,High,1
478,1,10,Low,1
479,1,1,High,1
479,1,6,Low,3
479,1,10,High,1
479,1,10,Low,1
480,1,5,High,1
480,1,5,Low,2
480,1,10,High,1
480,1,10,Low,4
480,1,12,High,1
481,1,10,Low,2
482,1,0,High,1
482,1,10,High,1
482,1,10,Low,2
482,4,2,High,1
483,1,6,Low,1
484,1,5,High,2
484,1,6,Low,1
484,1,10,Balanced,1
484,1,10,High,1
484,1,10,Low,3
484,1,13,Low,1
485,1,1,High,1
485,1,10,High,5
485,1,10,Low,8
485,2,10,High,2
486,1,10,High,2
486,1,10,Low,1
487,1,5,High,1
487,1,6,Low,1
487,1,10,Balanced,1
487,1,10,High,3
487,1,10,Low,5
487,1,13,Low,1
488,1,10,Low,2
488,1,13,Low,1
488,4,13,Low,1
489,1,10,High,2
489,1,10,Low,3
490,1,10,Balanced,1
490,1,10,Low,2
490,4,2,High,1
491,1,0,High,1
491,1,10,High,2
491,1,10,Low,5
491,4,2,High,1
492,1,0,High,4
492,1,0,Low,2
492,1,1,High,2
492,1,6,Low,2
492,1,10,Balanced,2
492,1,10,High,6
492,1,10,Low,10
493,1,5,High,1
493,1,5,Low,1
493,1,10,High,2
493,1,10,Low,4
494,1,10,High,1
494,1,10,Low,3
495,1,5,Low,1
495,1,10,Low,2
496,1,5,High,1
496,1,10,High,3
496,1,10,Low,1
497,1,0,High,1
497,1,5,High,1
497,1,6,Low,1
497,1,10,Low,5
498,1,5,High,1
498,1,10,Low,3
499,1,5,High,2
499,1,10,High,1
499,1,10,Low,3
499,1,13,Low,1
500,1,1,High,1
500,1,2,High,1
500,1,5,High,1
500,1,6,Low,1
500,1,10,High,4
500,1,10,Low,6
500,4,2,High,1
501,1,2,High,1
502,1,0,High,1
502,1,5,High,4
502,1,5,Low,2
502,1,10,High,1
502,1,10,Low,5
502,1,13,Low,1
503,1,10,Low,2
504,1,2,High,1
504,1,10,High,1
504,1,10,Low,4
504,1,13,Low,2
504,4,2,High,3
505,1,10,Low,6
505,1,13,Low,3
506,1,6,Low,1
506,1,10,Low,4
507,1,0,High,1
507,1,10,Balanced,1
507,1,10,High,1
507,1,10,Low,3
507,1,32,High,1
508,1,10,Low,1
509,1,5,High,2
509,1,5,Low,2
509,1,10,High,2
509,1,10,Low,2
509,1,13,Low,2
510,1,6,Low,3
510,1,10,Balanced,1
510,1,10,High,1
510,1,10,Low,1
511,1,5,High,4
511,1,10,High,4
511,1,10,Low,3
512,1,6,Low,1
512,1,32,High,1
513,1,10,High,1
513,1,10,Low,2
514,1,6,Low,1
514,1,10,Low,2
515,1,0,High,2
515,1,5,High,3
515,1,6,Low,5
515,1,10,High,1
515,4,2,High,1
516,1,0,High,1
516,1,1,High,1
516,1,6,Low,3
516,1,10,High,1
516,1,10,Low,2
517,1,5,Low,2
517,1,6,Low,2
517,1,10,High,4
517,1,10,Low,8
517,1,13,Low,1
518,1,10,Low,1
519,1,6,Low,1
519,1,10,Balanced,1
519,1,10,High,1
519,1,10,Low,2
519,4,2,High,1
520,1,6,Low,1
520,1,10,High,1
520,1,10,Low,2
521,1,0,Low,1
521,1,7,Low,1
521,1,10,Low,1
521,1,13,Low,2
522,1,0,High,1
522,1,10,Low,1
523,1,10,Low,2
523,1,13,Low,1
524,1,6,Low,2
524,1,10,Balanced,1
524,1,10,Low,2
525,1,6,Low,1
525,4,7,High,2
525,4,7,Low,1
525,4,12,High,1
526,1,5,High,2
526,1,10,Balanced,1
526,1,10,High,2
526,1,10,Low,4
527,1,5,High,1
527,1,10,Low,1
528,1,1,High,1
528,1,6,Low,7
528,1,10,Balanced,1
528,1,10,High,2
528,1,10,Low,2
528,1,13,Low,2
529,1,5,High,1
529,1,10,Low,2
530,1,10,Low,2
530,4,2,High,1
530,4,13,Low,1
531,1,5,Low,1
531,1,6,Low,5
531,1,10,Low,4
531,1,13,Low,2
532,1,5,High,1
532,1,10,High,1
532,1,10,Low,3
533,1,5,High,1
533,1,6,Low,1
533,1,10,Balanced,1
533,1,10,High,2
533,1,10,Low,6
533,1,13,Low,1
534,1,2,High,2
534,1,10,Low,2
535,1,10,High,2
535,1,10,Low,4
535,4,13,Low,1
536,1,5,High,1
536,1,6,Low,1
536,1,10,High,1
536,1,10,Low,3
537,1,1,High,1
537,1,6,Low,1
537,1,10,Balanced,1
537,1,10,Low,5
537,1,13,Low,1
538,1,10,Low,5
539,1,0,High,1
539,1,1,High,2
539,1,1,Low,1
539,1,5,High,7
539,1,10,High,5
539,1,10,Low,7
539,1,12,High,1
539,1,51,High,1
539,2,10,High,1
539,3,5,High,1
539,3,51,High,1
539,4,1,High,1
539,4,51,High,1
540,1,0,High,1
540,1,5,High,1
540,1,10,Low,2
541,1,0,Low,1
541,1,5,High,1
541,1,10,High,1
541,1,10,Low,1
542,1,5,High,1
542,1,10,High,3
542,1,10,Low,2
542,1,13,Low,1
543,1,10,Low,6
543,4,2,High,1
544,1,5,High,1
544,1,6,Low,1
544,4,5,High,1
545,1,5,High,1
545,1,10,Balanced,1
545,1,10,Low,2
546,1,1,High,1
546,1,10,High,2
546,1,10,Low,4
546,4,1,High,1
547,1,5,High,2
547,1,10,Low,1
548,1,10,Low,1
549,1,5,High,1
549,1,6,Low,1
549,1,10,High,5
549,1,10,Low,5
549,2,10,High,1
549,2,10,Low,1
549,4,2,High,1
550,1,0,Low,1
550,1,1,High,1
550,1,5,High,1
550,1,6,Low,1
550,1,10,Low,5
550,1,12,Low,1
551,1,6,Low,4
551,1,10,Low,4
552,1,10,Low,2
553,1,10,High,8
553,1,10,Low,3
554,1,5,High,2
554,1,6,Low,1
554,1,10,High,3
554,1,10,Low,7
555,1,2,High,2
555,1,5,High,2
555,1,10,Balanced,1
555,1,10,Low,4
555,4,2,High,1
556,1,6,Low,2
556,1,10,Low,3
556,1,13,High,1
557,1,5,Low,1
557,1,6,Low,3
557,1,10,High,2
557,1,10,Low,1
558,1,1,High,1
558,1,1,Low,1
558,1,6,Low,3
558,1,10,High,5
558,1,10,Low,10
558,4,2,High,1
559,1,6,Low,1
559,1,10,High,1
559,1,10,Low,1
560,1,1,High,1
560,1,1,Low,1
560,1,5,High,4
560,1,5,Low,1
560,1,6,Low,2
560,1,10,High,4
560,1,10,Low,5
560,1,13,Low,1
560,4,17,High,1
561,1,1,High,1
561,1,5,High,1
561,1,10,High,3
561,1,10,Low,3
562,1,2,High,1
562,1,5,High,1
562,1,10,Balanced,1
562,1,10,High,3
562,1,10,Low,8
562,2,10,High,1
563,1,5,High,1
563,1,6,Low,3
563,1,10,High,1
563,1,10,Low,2
564,1,1,High,2
564,1,1,Low,2
564,1,5,High,2
564,1,10,High,4
564,1,10,Low,2
564,1,13,Low,2
564,1,54,High,1
565,1,5,High,2
565,1,5,Low,1
565,1,10,Low,1
566,1,2,High,1
566,1,5,High,1
566,1,10,Balanced,1
566,1,10,High,4
566,1,10,Low,6
566,4,2,High,1
567,1,5,High,2
567,1,10,Low,3
568,1,10,Low,3
569,1,0,High,1
569,1,1,High,1
569,1,1,Low,1
569,1,5,High,2
569,1,6,Low,2
569,1,10,High,1
569,1,10,Low,4
569,1,13,Low,2
570,1,5,High,1
570,1,6,Low,1
570,1,7,Low,1
570,1,10,High,2
570,1,10,Low,6
570,4,1,High,1
571,1,1,High,1
571,1,5,Low,1
571,1,6,Low,2
571,1,10,Low,3
571,1,13,Low,2
571,4,13,Low,1
572,1,5,High,1
572,1,7,Low,2
572,1,10,Low,3
573,1,5,High,1
573,1,10,Low,3
574,1,0,High,1
574,1,1,High,1
574,1,5,High,3
574,1,10,High,8
574,1,10,Low,9
575,1,10,Low,1
575,4,2,High,1
576,1,1,High,1
576,1,5,High,1
576,1,10,High,1
576,1,10,Low,3
576,1,13,Low,2
577,1,10,Balanced,1
577,1,10,High,1
577,1,10,Low,3
577,1,13,Low,1
578,1,10,Low,1
579,1,10,Low,1
580,1,5,High,3
580,1,5,Low,1
580,1,6,Low,10
580,1,10,High,2
580,1,10,Low,7
580,1,13,Low,1
581,1,1,High,1
581,1,10,Balanced,1
581,1,10,High,1
581,1,10,Low,4
581,1,13,Low,1
582,1,1,High,1
582,1,2,High,1
582,1,10,High,1
582,1,10,Low,2
583,1,10,High,1
583,1,10,Low,2
583,2,10,High,2
583,2,10,Low,1
583,4,2,High,2
584,1,5,High,1
584,1,6,Low,1
584,1,10,Balanced,1
584,1,10,High,2
584,1,10,Low,5
584,4,13,Low,1
585,1,5,High,2
585,1,10,Low,2
585,4,13,Low,1
586,1,10,High,1
586,1,10,Low,3
587,1,6,Low,1
587,1,10,Low,2
588,1,5,High,1
588,1,10,High,1
588,1,10,Low,2
589,1,0,Low,1
589,1,6,Low,1
589,1,10,Balanced,1
589,1,10,Low,4
590,1,10,Low,2
591,1,5,High,1
591,1,10,Low,3
592,1,5,High,1
592,1,5,Low,1
592,1,6,Low,2
592,1,10,High,1
592,1,10,Low,6
592,1,13,Low,1
593,1,5,High,2
593,1,6,Low,1
593,1,10,Low,3
594,1,6,Low,1
594,1,10,Low,3
595,1,10,High,6
595,1,10,Low,2
595,1,54,High,1
596,1,5,Low,1
596,1,6,Low,4
596,1,10,Low,2
596,1,13,Low,1
597,1,5,High,2
597,1,10,Balanced,1
597,1,10,Low,2
598,1,0,High,2
598,1,5,High,4
598,1,10,Balanced,1
598,1,10,High,3
598,1,10,Low,2
598,1,13,Low,3
598,1,32,High,1
598,1,51,High,1
598,4,1,High,1
599,1,5,High,2
599,1,10,Balanced,1
599,1,10,High,3
599,1,10,Low,4
600,1,5,High,1
600,1,10,High,1
600,1,10,Low,2
601,1,10,High,2
601,1,10,Low,3
602,1,5,High,1
602,1,10,Balanced,1
602,1,10,High,3
602,1,10,Low,3
603,1,6,Low,1
603,1,10,High,1
603,1,10,Low,2
604,1,5,High,1
604,1,10,Balanced,1
604,1,10,High,3
604,1,10,Low,4
604,1,13,Low,2
605,1,5,High,2
605,1,6,Low,1
605,1,10,High,1
605,1,10,Low,3
605,4,7,High,2
606,1,2,High,1
606,1,5,High,1
606,1,7,High,1
606,1,10,Low,1
607,1,5,High,1
607,1,5,Low,1
607,1,10,High,1
607,1,10,Low,3
608,1,10,Low,2
609,1,6,Low,5
609,1,10,Balanced,1
609,1,10,High,4
609,1,10,Low,5
609,4,2,High,1
610,1,1,High,1
610,1,6,High,1
610,1,6,Low,1
610,1,10,Balanced,1
610,1,10,High,2
610,4,7,Low,2
611,1,2,High,1
611,1,6,Low,1
611,1,10,Low,2
612,1,0,High,1
612,1,1,High,4
612,1,1,Low,1
612,1,2,High,1
612,1,5,High,1
612,1,5,Low,1
612,1,6,Low,3
612,1,10,Low,1
612,1,13,Low,1
613,1,10,Low,1
614,1,10,Low,3
615,1,10,Low,2
616,1,1,High,1
616,1,5,High,2
616,1,6,Low,4
616,1,10,High,3
616,1,10,Low,4
617,1,1,High,1
617,1,5,High,1
617,1,10,High,1
617,1,10,Low,5
618,1,10,Balanced,1
618,1,10,High,2
618,1,10,Low,8
619,1,0,High,2
619,1,6,Low,1
619,1,10,Balanced,1
619,1,10,Low,8
619,1,56,Low,1
620,1,5,High,4
620,1,10,Low,4
620,1,13,Low,1
621,1,1,High,1
621,1,10,Low,4
621,1,12,High,1
622,1,10,High,1
622,1,10,Low,2
623,1,5,High,4
623,1,7,Low,2
623,1,10,Low,1
624,1,5,Low,1
624,1,10,Low,3
625,1,10,High,5
625,1,10,Low,3
625,4,2,High,1
625,4,13,Low,1
626,1,6,Low,3
626,1,10,Low,3
627,1,2,High,1
627,1,10,Balanced,1
627,1,10,High,2
627,1,10,Low,5
627,4,2,High,2
628,1,10,Low,1
629,1,5,High,1
629,1,6,Low,3
629,1,10,Balanced,1
629,1,10,High,1
629,1,10,Low,19
629,4,1,High,1
630,1,5,High,1
630,1,6,Low,1
630,1,10,Balanced,1
630,1,10,Low,3
630,1,13,Low,1
631,1,5,High,2
631,1,10,High,3
631,1,10,Low,1
631,1,13,Low,1
632,1,6,Low,6
632,1,13,Low,1
633,1,0,High,5
633,1,1,High,3
633,1,5,High,1
633,1,5,Low,2
633,1,6,Low,8
633,1,10,High,2
633,1,10,Low,2
633,1,13,Low,1
633,2,10,High,1
633,4,1,High,2
634,1,1,High,1
634,1,5,High,1
634,1,10,Low,2
635,1,10,Low,1
636,1,1,High,2
636,1,5,High,2
636,1,10,High,2
636,1,10,Low,10
637,1,5,High,1
637,1,10,Low,4
637,4,13,Low,1
638,1,1,High,5
638,1,10,High,2
639,1,2,High,3
639,1,5,High,9
639,1,5,Low,3
639,1,6,Low,6
639,1,10,High,5
639,1,10,Low,3
639,1,13,Low,2
639,4,2,High,1
640,1,5,High,1
640,1,5,Low,1
640,1,10,High,2
640,1,10,Low,6
640,4,2,High,1
641,1,0,Low,1
641,1,5,Low,1
641,1,6,Low,4
641,1,10,High,2
641,1,10,Low,5
641,1,53,High,1
641,1,53,Low,1
642,1,10,Low,3
643,1,10,High,1
643,1,10,Low,1
643,1,13,Low,1
644,1,1,Low,1
644,1,10,Low,3
645,1,6,Low,2
645,1,10,Low,3
646,1,5,High,2
646,1,6,Low,4
646,1,10,High,4
646,1,10,Low,16
646,1,13,Low,2
646,2,10,High,2
647,1,1,High,2
647,1,2,High,1
647,1,5,High,3
647,1,6,Low,1
647,1,10,Balanced,1
647,1,10,High,1
647,1,10,Low,8
647,2,10,High,1
648,1,5,High,1
648,1,10,Low,1
649,1,10,Balanced,1
649,1,10,Low,2
650,1,1,High,1
650,1,10,High,2
650,1,10,Low,1
651,1,5,High,5
651,1,6,Low,1
651,1,10,High,2
651,1,10,Low,2
652,1,2,High,1
652,1,5,High,1
652,1,6,Low,1
652,1,10,Low,3
653,1,10,Low,2
653,2,10,Low,1
654,1,6,Low,1
654,1,10,Balanced,1
654,1,10,High,3
654,1,10,Low,2
654,4,13,Low,1
655,1,6,Low,1
655,1,10,Balanced,1
655,1,10,High,1
655,1,10,Low,4
656,1,6,Low,1
656,1,10,Low,3
656,1,13,Low,1
657,1,2,High,1
657,1,3,High,1
657,1,5,High,2
657,1,10,Balanced,2
657,1,10,High,2
657,1,10,Low,4
658,1,5,High,3
658,1,5,Low,2
658,1,6,Low,1
658,1,10,Low,4
658,1,13,Low,1
659,1,5,Low,1
659,1,6,Low,5
659,1,7,Low,6
659,1,10,High,1
659,1,10,Low,6
660,1,5,High,1
660,1,6,Low,3
660,1,10,High,3
660,1,10,Low,5
660,2,10,High,2
661,1,10,Balanced,1
661,1,10,Low,2
661,1,13,Low,1
662,1,1,High,1
662,1,10,Low,2
663,1,2,High,1
663,1,10,High,1
663,1,10,Low,1
664,1,1,High,1
664,1,10,High,1
664,1,10,Low,4
664,1,52,High,1
665,1,1,High,1
