customer_no,acct_type,owner_indic,cur_balance_amt
513,10,1,15028
514,6,1,0
514,10,1,3591
515,0,1,98121
515,2,4,0
515,5,1,0
515,6,1,0
515,10,1,78653
516,0,1,0
516,1,1,519308
516,6,1,0
516,10,1,142020
517,5,1,13531
517,6,1,0
517,10,1,454000
517,13,1,0
518,10,1,10535
519,2,4,1136093
519,6,1,0
519,10,1,77763
520,6,1,32850
520,10,1,2819
521,0,1,37078
521,7,1,0
521,10,1,2353
521,13,1,0
522,0,1,0
522,10,1,180
523,10,1,69835
523,13,1,7944
524,6,1,0
524,10,1,35245
525,6,1,0
525,7,4,95361
525,12,4,106729
526,5,1,649829
526,10,1,130891
527,5,1,195202
527,10,1,0
528,1,1,307920
528,6,1,7800
528,10,1,163469
528,13,1,0
529,5,1,0
529,10,1,73105
530,2,4,1279409
530,10,1,9731
530,13,4,0
531,5,1,0
531,6,1,0
531,10,1,0
531,13,1,0
532,5,1,108391
532,10,1,67454
533,5,1,0
533,6,1,2331
533,10,1,91795
533,13,1,0
534,2,1,200000
534,10,1,33950
535,10,1,1459
535,13,4,0
536,5,1,195584
536,6,1,16456
536,10,1,131803
537,1,1,398975
537,6,1,0
537,10,1,126800
537,13,1,0
538,10,1,47620
539,0,1,0
539,1,1,44460
539,1,4,290115
539,5,1,0
539,5,3,0
539,10,1,681763
539,10,2,-237
539,12,1,0
539,51,1,493645
539,51,3,0
539,51,4,265727
540,0,1,98080
540,5,1,0
540,10,1,4219
541,0,1,0
541,5,1,0
541,10,1,0
542,5,1,0
542,10,1,87738
542,13,1,0
543,2,4,2935878
543,10,1,1984
544,5,1,0
544,5,4,1111945
544,6,1,3960
545,5,1,0
545,10,1,2787
546,1,1,336491
546,1,4,0
546,10,1,387242
547,5,1,170294
547,10,1,966
548,10,1,787
549,2,4,0
549,5,1,0
549,6,1,0
549,10,1,11
549,10,2,0
550,0,1,0
550,1,1,0
550,5,1,0
550,6,1,0
550,10,1,35558
550,12,1,0
551,6,1,0
551,10,1,12687
552,10,1,6443
553,10,1,40997
554,5,1,384398
554,6,1,0
554,10,1,124225
555,2,1,0
555,2,4,524649
555,5,1,0
555,10,1,78342
556,6,1,66548
556,10,1,33266
556,13,1,115898
557,5,1,62735
557,6,1,20769
557,10,1,54165
558,1,1,0
558,2,4,848123
558,6,1,13039
558,10,1,29473
559,6,1,0
559,10,1,90734
560,1,1,0
560,5,1,1057
560,6,1,27985
560,10,1,24621
560,13,1,0
560,17,4,0
561,1,1,165135
561,5,1,0
561,10,1,16902
562,2,1,1422702
562,5,1,0
562,10,1,68357
562,10,2,0
563,5,1,0
563,6,1,0
563,10,1,4585
564,1,1,303006
564,5,1,259928
564,10,1,82624
564,13,1,0
564,54,1,0
565,5,1,0
565,10,1,28739
566,2,1,0
566,2,4,2350478
566,5,1,146210
566,10,1,168488
567,5,1,86642
567,10,1,12784
568,10,1,12211
569,0,1,0
569,1,1,0
569,5,1,111317
569,6,1,31992
569,10,1,90094
569,13,1,0
570,1,4,0
570,5,1,55400
570,6,1,0
570,7,1,0
570,10,1,71042
571,1,1,334247
571,5,1,0
571,6,1,0
571,10,1,89840
571,13,1,19691
571,13,4,0
572,5,1,140374
572,7,1,0
572,10,1,91297
573,5,1,223849
573,10,1,66480
574,0,1,0
574,1,1,0
574,5,1,0
574,10,1,85447
575,2,4,2204438
575,10,1,69272
576,1,1,158101
576,5,1,54052
576,10,1,29981
576,13,1,0
577,10,1,97270
577,13,1,0
578,10,1,27693
579,10,1,24921
580,5,1,315648
580,6,1,9625
580,10,1,140001
580,13,1,-14053
581,1,1,177640
581,10,1,73393
581,13,1,14988
582,1,1,0
582,2,1,3162978
582,10,1,72978
583,2,4,0
583,10,1,0
583,10,2,3472
584,5,1,138270
584,6,1,0
584,10,1,212773
584,13,4,0
585,5,1,525566
585,10,1,25935
585,13,4,0
586,10,1,49037
587,6,1,19950
587,10,1,9211
588,5,1,153205
588,10,1,15275
589,0,1,101
589,6,1,33400
589,10,1,129552
590,10,1,43975
591,5,1,127294
591,10,1,74288
592,5,1,104416
592,6,1,0
592,10,1,140408
592,13,1,0
593,5,1,307623
593,6,1,0
593,10,1,29148
594,6,1,0
594,10,1,100209
595,10,1,395134
595,54,1,0
596,5,1,11020
596,6,1,0
596,10,1,31698
596,13,1,0
597,5,1,280000
597,10,1,74652
598,0,1,0
598,1,4,0
598,5,1,17996
598,10,1,21994
598,13,1,-23523
598,32,1,0
598,51,1,0
599,5,1,250405
599,10,1,166753
600,5,1,144306
600,10,1,58103
601,10,1,161592
602,5,1,0
602,10,1,19212
603,6,1,0
603,10,1,16516
604,5,1,152000
604,10,1,87998
604,13,1,35532
605,5,1,357469
605,6,1,0
605,7,4,102090
605,10,1,57676
606,2,1,1030711
606,5,1,182142
606,7,1,0
606,10,1,11790
607,5,1,85101
607,10,1,230822
608,10,1,10332
609,2,4,2074174
609,6,1,40070
609,10,1,401458
610,1,1,36245
610,6,1,94400
610,7,4,0
610,10,1,8179
611,2,1,1372982
611,6,1,0
611,10,1,39825
612,0,1,0
612,1,1,365946
612,2,1,0
612,5,1,188424
612,6,1,0
612,10,1,11106
612,13,1,0
613,10,1,0
614,10,1,27471
615,10,1,73850
616,1,1,0
616,5,1,0
616,6,1,0
616,10,1,207011
617,1,1,157211
617,5,1,0
617,10,1,42338
618,10,1,21463
619,0,1,0
619,6,1,2912
619,10,1,76088
619,56,1,6341
620,5,1,219070
620,10,1,143537
620,13,1,0
621,1,1,381202
621,10,1,2909
621,12,1,0
622,10,1,1730
623,5,1,605481
623,7,1,90600
623,10,1,19232
624,5,1,0
624,10,1,9073
625,2,4,124666
625,10,1,131158
625,13,4,0
626,6,1,14321
626,10,1,11234
627,2,1,1667026
627,2,4,1373239
627,10,1,23807
628,10,1,2304
629,1,4,0
629,5,1,0
629,6,1,0
629,10,1,58582
630,5,1,500000
630,6,1,19264
630,10,1,47913
630,13,1,0
631,5,1,116740
631,10,1,263703
631,13,1,0
632,6,1,0
632,13,1,0
633,0,1,473490
633,1,1,459770
633,1,4,0
633,5,1,493179
633,6,1,86037
633,10,1,27952
633,10,2,0
633,13,1,0
634,1,1,270664
634,5,1,184569
634,10,1,10538
635,10,1,10972
636,1,1,840016
636,5,1,0
636,10,1,299984
637,5,1,35337
637,10,1,65253
637,13,4,7105
638,1,1,149905
638,10,1,6864
639,2,1,0
639,2,4,0
639,5,1,781424
639,6,1,78594
639,10,1,38973
639,13,1,0
640,2,4,318032
640,5,1,0
640,10,1,3828
641,0,1,0
641,5,1,67650
641,6,1,7415
641,10,1,50649
641,53,1,0
642,10,1,83028
643,10,1,109211
643,13,1,20123
644,1,1,0
644,10,1,4617
645,6,1,12400
645,10,1,0
646,5,1,481708
646,6,1,0
646,10,1,17544
646,10,2,0
646,13,1,25500
647,1,1,0
647,2,1,1985765
647,5,1,0
647,6,1,0
647,10,1,21390
647,10,2,0
648,5,1,0
648,10,1,24930
649,10,1,2995
650,1,1,211054
650,10,1,49498
651,5,1,388736
651,6,1,0
651,10,1,63709
652,2,1,698412
652,5,1,34906
652,6,1,15008
652,10,1,41661
653,10,1,22109
653,10,2,952
654,6,1,0
654,10,1,14486
654,13,4,0
655,6,1,0
655,10,1,50431
656,6,1,7000
656,10,1,100707
656,13,1,0
657,2,1,2075213
657,3,1,662523
657,5,1,1383065
657,10,1,1598
658,5,1,391900
658,6,1,20994
658,10,1,0
658,13,1,0
659,5,1,0
659,6,1,3290
659,7,1,0
659,10,1,113934
660,5,1,0
660,6,1,0
660,10,1,22367
660,10,2,22300
661,10,1,45560
661,13,1,0
662,1,1,449777
662,10,1,54209
663,2,1,1741567
663,10,1,0
664,1,1,0
664,10,1,52418
664,52,1,460399
665,1,1,278542
665,1,4,0
665,10,1,14022
665,13,1,24993
666,6,1,0
666,10,1,45600
666,10,2,0
666,13,4,0
666,32,1,301890
667,5,1,0
667,6,1,0
667,10,1,29797
667,12,1,17
668,10,1,22491
668,10,2,0
669,6,1,0
669,10,1,13993
670,0,1,0
670,1,1,0
670,5,1,0
670,10,1,8363
671,5,1,316415
671,10,1,12291
672,0,1,98656
672,1,1,0
672,10,1,33519
673,2,4,1376308
673,10,1,3869
674,10,1,1349
675,6,1,13665
675,10,1,142735
675,13,1,0
676,10,1,78468
677,5,1,24086
677,10,1,11651
678,5,1,149238
678,6,1,43204
678,10,1,42475
679,1,1,0
679,1,4,91374
679,10,1,166777
679,13,4,0
679,53,1,35742
680,1,4,217010
680,6,1,0
680,10,1,127840
681,5,1,77925
681,6,1,0
681,10,1,87372
682,5,1,190863
682,10,1,22487
683,10,1,304369
684,5,1,116899
684,10,1,37589
685,2,4,2312574
685,5,1,0
685,10,1,13023
685,10,2,-18
686,10,1,4415
686,13,1,0
687,5,1,0
687,6,1,69213
687,10,1,118423
687,10,2,0
687,13,1,0
687,13,4,0
688,5,1,264740
688,6,1,0
688,10,1,27618
689,2,1,0
689,5,1,181604
689,6,1,0
689,10,1,96160
690,2,4,2496750
690,5,1,0
690,6,1,28806
690,10,1,14687
691,5,1,65272
691,6,1,0
691,10,1,68571
691,12,1,0
691,51,1,220492
692,0,1,0
692,5,1,100140
692,6,1,0
692,10,1,7215
693,10,1,2176
694,10,1,-75
694,17,1,0
694,17,3,56825
695,10,1,13634
696,5,1,112593
696,6,1,400
696,10,1,13592
696,13,1,0
697,1,1,34870
697,6,1,0
697,10,1,68544
698,5,1,118484
698,6,1,0
698,10,1,61236
698,13,1,2722
699,5,1,45742
699,10,1,258122
699,13,1,8476
700,10,1,4273
700,13,1,15231
701,1,1,0
701,2,4,754291
701,5,1,0
701,6,1,0
701,10,1,12789
702,0,1,196213
702,5,1,203053
702,6,1,0
702,10,1,62761
702,13,1,0
703,2,3,197951
704,2,4,2104511
704,10,1,8214
705,0,1,0
705,5,1,100084
705,6,1,4162
705,10,1,507
706,1,1,262438
706,3,1,1701885
706,5,1,185985
706,6,1,16880
706,6,4,0
706,7,4,0
706,10,1,157179
706,10,2,0
707,5,1,0
707,6,1,27200
707,10,1,76935
707,10,2,1087
708,6,1,4060
708,10,1,0
709,2,4,2406474
709,5,1,0
709,6,1,32000
709,10,1,5267
710,8,1,70912
710,10,1,58619
711,10,1,31529
711,10,2,0
712,0,1,98948
712,5,1,0
712,10,1,44996
713,1,1,241761
713,2,1,0
713,5,1,131239
713,6,1,14825
713,10,1,0
713,13,1,0
714,1,1,0
714,6,1,42759
715,10,1,20783
716,0,1,0
716,1,1,0
716,1,3,209426
716,5,1,0
716,6,1,84116
716,10,1,36824
717,6,1,35712
717,10,1,43219
718,0,1,0
718,1,4,0
718,5,1,119478
718,6,1,0
718,10,1,67191
718,13,4,0
719,5,1,0
719,10,1,30029
720,6,1,0
720,10,1,1222
721,10,1,48652
722,6,1,31500
722,10,1,3938
722,13,1,0
723,5,1,254317
723,10,1,4370
724,6,1,0
724,10,1,93165
725,1,1,354711
725,5,1,193083
725,6,1,6000
725,10,1,37001
725,13,1,0
726,10,1,5380
727,10,1,17506
728,10,1,221983
729,10,1,9750
729,52,3,1008635
730,2,1,0
730,2,4,1624738
730,10,1,0
730,13,1,0
731,1,1,327058
731,5,1,573250
731,10,1,4241
731,12,1,-25
732,5,1,116845
733,2,4,172260
733,5,1,0
733,10,1,5136
734,0,1,0
734,6,1,12246
734,10,1,40116
735,1,1,0
735,5,1,0
735,10,1,56414
736,2,4,1183281
736,10,1,56851
737,1,1,216483
737,2,1,0
737,2,4,523931
737,6,1,0
737,10,1,1903
738,1,1,0
738,2,1,0
738,4,1,0
738,10,1,41052
738,13,4,0
739,0,1,0
739,1,1,0
739,5,1,0
739,10,1,112211
740,5,1,0
740,6,1,0
741,10,1,0
742,5,1,0
742,10,1,59694
743,10,1,9
744,2,1,750000
744,10,1,14020
745,0,1,102420
745,5,1,0
745,10,1,52568
746,2,1,0
746,2,4,2835150
746,6,1,11378
746,7,1,30454
746,10,1,74728
746,13,1,0
747,10,1,29845
748,1,1,67200
748,5,1,0
748,10,1,-1
749,5,1,0
749,6,1,12072
749,10,1,122566
750,5,1,0
750,6,1,40816
750,10,1,58784
750,10,2,0
750,13,1,0
751,1,1,46549
751,5,1,3676
751,6,1,0
751,10,1,18493
751,10,2,3066
752,5,1,401151
752,10,1,5673
753,10,1,74133
754,1,1,0
754,5,1,0
754,6,1,0
754,10,1,473627
755,6,1,0
755,10,1,124635
756,5,1,271847
756,10,1,45802
756,32,1,203300
757,1,4,0
757,5,1,78285
757,10,1,69552
758,1,1,146811
758,6,1,12750
758,10,1,0
759,5,1,0
759,6,1,0
759,10,1,470233
760,10,1,197098
761,0,1,0
761,10,1,19532
761,13,1,0
762,5,1,0
762,6,1,3412
762,8,4,281983
762,10,1,92726
762,13,1,0
763,6,1,0
763,10,1,5199
764,0,4,57217
764,1,1,39524
764,2,4,1176630
764,6,1,4288
764,7,4,234390
765,1,1,0
765,6,1,9994
765,10,1,1348
765,32,1,0
766,10,1,110099
767,10,1,58180
767,13,1,0
768,5,1,267860
768,10,1,12409
769,6,1,0
769,10,1,95940
769,13,1,0
769,13,3,0
770,6,1,0
770,10,1,23345
771,10,1,54287
771,13,1,0
772,10,1,33864
773,5,1,204716
773,10,1,36089
773,13,1,0
774,10,1,5584
775,0,1,714461
775,1,1,696271
775,2,1,1415801
775,2,4,0
775,5,1,476540
775,6,1,0
775,10,1,25187
775,13,1,0
775,32,1,0
776,0,1,0
776,2,1,2164730
776,10,1,0
777,5,1,0
777,10,1,4522
777,13,1,0
778,10,1,59838
778,13,1,0
779,10,1,19472
780,10,1,44147
781,0,4,0
781,1,1,0
781,3,1,1524153
781,6,1,0
781,32,4,0
782,5,4,329083
782,6,1,55000
782,10,1,17583
783,10,1,-512
784,1,1,207895
784,2,4,0
784,10,1,24301
785,10,1,45541
785,13,4,0
786,1,1,0
786,1,4,0
786,5,1,0
786,10,1,6603
787,2,4,680253
787,6,1,0
787,10,1,2454
788,0,1,98812
788,5,1,291732
788,10,1,3915
789,1,1,1381906
789,1,4,0
789,6,1,18417
789,10,1,14569
790,2,1,571542
790,5,1,0
790,10,1,49194
791,5,1,166755
791,6,1,0
791,7,1,0
791,10,1,242673
792,2,4,1390196
792,5,1,88437
792,6,1,0
792,10,1,15068
793,0,1,123000
793,2,1,698682
793,5,1,211085
793,10,1,127826
794,5,1,79593
794,10,1,8912
794,13,1,0
795,5,1,0
795,10,1,99943
796,1,1,576739
796,2,1,377466
796,5,1,0
796,6,1,0
796,10,1,0
796,13,1,0
797,6,1,18360
797,10,1,25675
798,0,1,545634
798,1,1,532516
798,5,1,0
798,6,1,0
798,10,1,169164
799,5,1,217360
799,6,1,14500
799,10,1,150584
799,13,1,16291
800,5,1,0
800,6,1,12351
800,10,1,108978
800,13,1,0
801,10,1,16706
801,13,1,0
802,2,1,2095972
802,5,1,0
802,6,1,0
802,10,1,68568
803,10,1,149331
804,5,1,0
804,6,1,22688
804,6,4,14351
804,10,1,74747
805,5,1,97901
805,10,1,38145
806,10,1,2251
807,0,1,0
807,6,1,0
807,10,1,0
808,5,1,200
808,6,1,0
808,10,1,6427
809,0,1,0
809,10,1,85210
810,0,1,0
810,10,1,12456
810,10,2,0
811,10,1,18704
812,5,1,0
812,6,1,0
812,10,1,100407
813,10,1,15700
814,5,1,285122
814,10,1,266794
815,1,1,0
815,10,1,31199
815,13,1,0
816,5,1,0
816,6,1,0
816,10,1,15589
817,5,1,0
817,10,1,94735
817,10,2,4401
818,6,1,0
818,10,1,23572
819,10,1,39111
820,10,1,73210
821,10,1,2225
822,10,1,2749
823,5,1,537503
823,10,1,69125
824,10,1,86427
825,5,1,356706
825,10,1,142693
826,5,1,180682
826,10,1,68892
827,5,1,484000
827,6,1,0
827,10,1,118530
827,10,2,265954
828,6,1,26600
828,10,1,45739
829,10,1,33675
830,10,1,36444
831,5,1,382698
831,10,1,112600
831,13,1,0
832,5,1,184805
832,6,1,13760
832,10,1,44985
832,13,1,12184
833,5,1,332868
833,6,1,33885
833,10,1,21842
834,5,1,147162
834,6,1,0
834,10,1,136823
834,13,1,0
835,6,1,8028
835,7,1,0
835,10,1,53569
836,6,1,149185
836,10,1,22739
837,2,4,1369548
837,6,1,8297
837,10,1,147837
838,0,1,213721
838,1,1,208864
838,2,4,0
838,5,1,838944
838,6,1,22805
838,10,1,11637
838,13,1,0
839,5,1,82054
839,10,1,19661
839,10,2,0
839,13,1,0
840,5,1,0
840,6,1,0
840,10,1,7008
841,5,1,164328
841,6,1,15243
841,10,1,2262
842,4,1,63150
842,10,1,22330
843,1,4,383109
843,5,1,0
843,6,1,30100
843,10,1,255699
843,13,1,0
844,10,1,31078
844,13,1,23143
844,13,4,0
845,0,1,5702
845,6,1,11584
845,10,1,130984
845,13,1,0
846,1,1,0
846,5,1,63384
846,6,1,0
846,10,1,1414
846,13,1,0
847,10,1,85190
847,32,1,321015
848,5,1,0
848,10,1,51248
848,13,1,0
849,5,1,77000
849,6,1,0
849,10,1,23020
850,5,1,592991
850,10,1,64372
851,10,1,35922
851,13,1,-11667
852,5,1,0
852,10,1,0
852,13,1,0
853,10,1,7076
854,5,1,41266
854,6,1,0
854,10,1,63200
855,0,1,98157
855,1,1,0
855,5,1,409495
855,6,1,48605
855,10,1,23889
856,10,1,307572
857,10,1,21486
858,6,1,43742
858,10,1,2648
859,10,1,158718
860,10,1,10093
861,5,1,45764
861,6,1,0
861,10,1,39185
861,12,1,330545
862,5,1,696687
862,10,1,24581
863,5,1,296394
863,7,1,51000
863,10,1,-100
864,1,1,816724
864,6,1,0
864,7,1,101214
864,10,1,13916
864,53,1,204065
865,5,1,354712
865,10,1,57466
865,13,1,0
865,13,4,0
865,32,1,96256
866,5,1,464538
866,10,1,26522
867,1,1,283414
867,10,1,10857
867,10,2,0
868,10,1,27068
868,13,1,33535
869,10,1,78087
869,13,1,22235
870,5,1,341428
870,6,1,0
870,10,1,219344
871,2,4,2197988
871,5,1,163849
871,10,1,74090
872,10,1,31033
873,2,1,1314558
873,5,1,0
873,6,1,0
873,10,1,21586
874,1,1,34875
874,10,1,40996
875,5,1,191585
875,6,1,0
875,10,1,63006
876,6,1,0
876,10,1,127752
876,13,1,0
877,5,1,239110
877,10,1,2538
878,10,1,4775
879,1,1,122427
879,6,1,31024
879,10,1,61229
880,7,1,0
880,10,1,167527
881,1,1,33139
881,2,4,1295722
881,5,1,0
881,6,1,5279
881,10,1,69000
881,13,1,0
882,5,1,207848
882,10,1,21726
883,6,1,0
883,10,1,95304
883,13,1,0
883,15,1,381209
884,5,1,445910
884,6,1,58139
884,10,1,10934
884,13,1,0
885,1,1,0
885,3,1,0
885,10,1,31369
886,5,1,13002
886,10,1,94674
886,12,1,348771
886,13,1,10001
887,6,1,0
887,10,1,140512
887,13,1,0
888,6,1,17447
888,10,1,26092
889,6,1,13322
889,10,1,9809
889,13,1,10273
890,10,1,2424
891,5,1,0
891,6,1,0
891,10,1,-6
892,5,1,0
892,6,1,0
892,10,1,143861
893,0,1,97957
893,5,1,66496
893,10,1,119389
894,10,1,39706
895,0,1,0
895,1,1,219472
895,5,1,0
895,10,1,2027
895,13,1,0
896,5,1,0
896,6,1,0
896,10,1,16180
897,6,1,0
897,10,1,21456
898,3,1,0
898,10,1,32691
899,2,4,251466
899,6,1,42000
899,7,1,1100905
899,10,1,288893
899,13,1,0
899,17,1,164715
899,17,3,820030
900,5,1,60204
900,6,1,2340
901,1,4,0
901,2,3,2682709
901,5,1,819084
901,5,4,0
901,10,1,-3775
901,32,1,287604
902,6,1,0
902,10,1,46672
903,5,1,0
903,6,1,0
903,10,1,347189
903,13,1,0
904,1,1,138087
904,10,1,125637
904,13,1,0
905,5,1,158882
905,10,1,36240
905,13,1,63397
906,1,1,50390
906,2,1,1392195
906,5,1,0
906,6,1,12000
906,10,1,123143
907,5,1,-26854
907,6,1,0
907,8,1,122249
907,10,1,136763
908,10,1,14141
908,13,1,0
909,10,1,197035
909,13,1,0
910,1,1,0
910,2,1,5937300
910,2,4,0
910,6,1,0
910,10,1,136179
911,5,1,123330
911,10,1,49201
911,13,1,9587
912,10,1,10243
913,5,1,208085
913,10,1,175080
914,5,1,338743
914,10,1,99639
915,10,1,1772
916,10,1,58581
916,13,1,0
917,10,1,50022
918,1,1,22467
918,6,1,0
918,10,1,12242
919,2,1,358126
919,5,1,0
919,10,1,42161
920,6,1,72407
920,7,1,293723
920,10,1,431693
921,0,1,0
921,5,1,744293
921,6,1,20160
921,10,1,68300
921,13,1,48496
922,2,4,804100
922,5,1,185481
922,10,1,152441
922,13,1,0
923,10,1,68352
924,1,1,0
924,5,1,371824
924,6,1,34763
924,10,1,204335
925,1,4,262904
925,10,1,41342
926,10,1,67975
926,12,1,0
927,10,1,5851
928,10,1,17250
929,10,1,13637
929,13,1,0
930,6,1,0
930,10,1,40867
930,13,1,0
931,5,1,318169
931,10,1,94891
931,13,1,0
932,1,1,0
932,5,1,380520
932,6,1,3400
932,10,1,23662
932,10,2,0
932,13,1,0
933,5,1,0
933,6,1,0
933,10,1,89471
934,0,1,116089
934,5,1,101492
934,6,1,0
934,10,1,145889
935,1,4,0
935,6,1,14328
935,10,1,158780
935,13,1,0
936,6,1,0
936,10,1,0
936,13,1,0
937,5,1,316781
937,10,1,139349
938,0,1,484763
938,1,1,474583
938,10,1,4934
939,0,1,7706
939,5,1,0
939,6,1,1572
939,10,1,84925
939,13,1,28211
940,1,4,447009
941,10,1,6090
942,1,1,252844
942,10,1,116043
943,6,1,4626
944,0,1,232464
944,1,1,226406
944,2,4,411760
944,10,1,26804
945,2,1,0
945,2,4,0
945,5,1,739727
945,10,1,295750
945,13,1,0
946,1,4,171935
946,10,1,23991
947,0,1,18
947,6,1,0
947,10,1,11980
948,0,1,98811
948,5,1,0
948,10,1,73321
949,5,1,0
949,10,1,23077
949,13,1,0
950,5,1,0
950,6,1,0
950,10,1,220136
951,5,1,0
951,6,1,0
951,10,1,16965
952,1,1,0
952,1,3,91507
952,6,1,0
952,10,1,0
952,17,3,0
953,1,4,0
953,10,1,29333
953,13,3,43320
954,5,1,0
954,10,1,41074
955,5,1,484730
955,10,1,88063
956,1,1,0
956,10,1,183897
956,10,2,0
957,0,1,100056
957,5,1,0
957,6,1,0
957,10,1,67239
957,13,1,12987
957,32,1,197407
958,6,1,0
958,10,1,66838
958,13,1,22580
959,0,1,50000
959,1,1,0
959,2,4,1637335
959,5,1,325535
959,6,1,4650
959,7,1,233000
959,10,1,78076
960,1,1,227600
960,10,1,32330
961,10,1,18391
962,10,1,71787
963,5,1,0
963,10,1,36023
964,1,1,768784
964,1,4,0
964,5,1,0
964,6,1,32525
964,10,1,140486
965,5,1,0
965,6,1,0
965,10,1,77807
965,13,1,0
966,5,1,180783
966,10,1,156396
967,0,1,0
967,1,1,0
967,6,1,8800
967,10,1,45004
967,13,1,-15400
968,2,1,0
968,5,1,157133
968,6,1,2681
968,10,1,487908
969,8,1,385484
969,10,1,105417
970,2,4,1320741
970,10,1,60923
971,5,1,296809
971,6,1,7603
971,10,1,46641
971,13,1,19282
972,1,1,0
972,6,1,0
972,10,1,-1822
972,13,1,0
973,6,1,0
973,10,1,67232
974,6,1,0
974,10,1,0
974,12,1,178
975,10,1,5648
976,1,4,190364
976,5,1,0
976,6,1,0
976,10,1,43272
977,2,1,814913
977,5,1,186782
977,10,1,181384
978,1,4,0
978,10,1,1267
978,10,2,0
979,5,1,107937
979,10,1,70189
980,0,1,0
980,10,1,177998
981,0,1,96
981,1,4,54073
981,6,1,3319
981,13,1,0
982,2,1,1333142
982,10,1,8931
983,5,1,112668
983,6,1,2000
983,10,1,181824
984,10,1,2876
985,1,1,0
985,2,1,8355060
985,2,4,11157754
985,10,1,51668
986,10,1,9480
987,10,1,67423
988,5,1,382580
988,10,1,19835
988,13,1,-1366
989,10,1,1372
989,12,1,0
990,1,1,568720
990,10,1,10432
991,2,4,755318
992,1,1,325170
992,1,4,282233
992,10,1,83090
993,2,4,581550
993,5,1,0
993,6,1,0
993,10,1,5585
994,6,1,36600
994,10,1,49399
994,13,1,31366
995,10,1,18324
996,1,1,187582
996,5,1,147712
996,10,1,114677
996,13,1,0
997,1,1,352205
997,10,1,293478
997,13,1,0
998,1,1,264330
998,6,1,6981
998,10,1,24265
998,13,1,95000
999,1,1,22783
999,2,4,0
999,5,1,695
999,10,1,346609
999,13,1,0
1000,10,1,60462
1001,10,1,-128
1001,13,1,2171
1001,13,4,0
1002,5,1,87395
1002,6,1,17839
1002,6,3,0
1002,7,1,71000
1002,10,1,60198
1002,13,1,0
1003,10,1,53589
1004,1,1,-4656
1004,10,1,50782
1004,10,2,56180
1004,51,1,0
1005,10,1,18926
1006,2,4,0
1006,5,1,0
1006,6,1,0
1006,8,4,102761
1006,10,1,19445
1007,5,1,0
1007,6,1,11500
1007,10,1,388276
1007,12,1,200000
1007,15,1,272011
1008,1,1,0
1008,1,3,0
1008,10,1,28780
1009,5,1,94999
1009,6,1,23187
1009,10,1,326970
1010,2,4,275948
1010,6,1,49239
1010,7,4,137910
1010,10,1,67589
1011,10,1,3247
1012,1,1,0
1012,2,1,2393774
1012,5,1,0
1012,10,1,67945
1013,6,1,926
1014,2,4,1951775
1014,5,3,171822
1014,6,1,8802
1014,7,1,228989
1014,10,1,62835
1014,13,1,0
1015,6,1,0
1015,10,1,72421
1016,1,1,0
1016,1,3,0
1016,2,1,0
1016,5,1,0
1016,6,1,0
1016,10,1,0
1016,10,2,39272
1016,35,4,4145
1017,0,1,9000
1017,5,1,0
1017,10,1,21223
1018,5,1,209605
1018,10,1,30302
1019,5,1,186972
1019,6,1,8500
1019,7,1,172122
1019,10,1,76450
1019,13,1,39793
1020,1,1,253215
1020,6,1,0
1020,13,1,0
1021,2,4,1733641
1021,5,1,0
1021,6,1,5372
1022,5,1,0
1022,6,1,0
1022,10,1,50914
1023,6,1,7500
1023,10,1,-34
1023,10,2,1082
1024,6,1,19950
1024,13,1,0
1024,17,1,396711
1025,1,4,438527
1025,2,1,2569044
1025,6,1,0
1025,10,1,167317
1025,10,2,274
1026,5,1,45676
1026,10,1,17419
1027,2,4,1254778
1027,5,1,0
1027,10,1,23620
1028,2,1,1117232
1028,5,1,0
1028,10,1,18403
1029,5,1,93086
1029,10,1,34833
1030,0,1,306242
1030,0,4,306242
1030,1,1,0
1030,1,4,0
1030,6,1,2765
1030,10,1,6627
1030,10,2,0
1030,13,1,0
1031,6,1,18552
1031,10,1,-1065
1031,51,1,722624
1032,0,1,0
1032,1,1,680401
1032,2,1,0
1032,5,1,492857
1032,6,1,109365
1032,10,1,440628
1033,10,1,6264
1034,5,1,139887
1034,10,1,12742
1035,0,1,97929
1035,5,1,0
1035,6,1,0
1035,10,1,6385
1036,0,1,54570
1036,10,1,14701
1036,13,1,63581
1037,10,1,1523
1038,2,1,1059978
1038,5,1,0
1038,10,1,64370
1038,13,1,0
1039,10,1,2959
1040,10,1,7213
1040,13,1,0
1041,10,1,21278
1042,1,1,245111
1043,5,1,241881
1043,6,1,4125
1043,10,1,81616
1044,1,1,295493
1044,10,1,2252
1045,1,1,528113
1045,6,1,11943
1045,10,1,89518
1046,10,1,43674
1047,1,1,376970
1047,10,1,8580
1048,10,1,15995
1049,5,1,222019
1049,10,1,104266
1050,1,1,360677
1050,10,1,78218
