,customer_no,owner_indic,count,acct_type,utilization,utilization_count,cur_balance_amt,enquiry_count
717,201,1,13,10,Low,8,554,16
718,202,1,13,1,High,2,177583,2
719,202,1,13,10,Balanced,1,52989,21
720,202,1,13,10,High,1,52989,21
721,202,1,13,10,Low,8,52989,21
722,202,1,13,13,Low,1,0,1
723,203,1,8,10,High,5,237378,67
724,203,1,8,10,Low,3,237378,67
725,204,1,7,5,High,1,80254,2
726,204,1,7,6,Low,2,5250,1
727,204,1,7,10,Balanced,1,45147,10
728,204,1,7,10,High,1,45147,10
729,204,1,7,10,Low,2,45147,10
730,205,1,8,10,High,2,57274,32
731,205,1,8,10,Low,6,57274,32
732,206,1,7,1,High,1,213481,2
733,206,1,7,2,High,1,779963,2
734,206,1,7,6,Low,1,2292,2
735,206,1,7,10,High,1,70553,3
736,206,1,7,10,Low,2,70553,3
737,206,1,7,13,Low,1,0,3
738,207,1,9,10,Balanced,1,3450,7
739,207,1,9,10,Low,5,3450,7
740,207,1,9,13,Low,1,0,1
741,207,4,1,8,High,1,316254,2
742,208,1,6,1,High,1,446693,2
743,208,1,6,10,High,2,4442,9
744,208,1,6,10,Low,2,4442,9
745,209,1,17,5,High,1,155814,9
746,209,1,17,10,High,10,137914,33
747,209,1,17,10,Low,6,137914,33
748,209,2,1,10,Low,1,0,33
749,210,1,3,10,Low,2,4294,15
750,211,1,11,5,Low,3,0,1
751,211,1,11,6,Low,1,0,1
752,211,1,11,10,High,1,101,16
753,211,1,11,10,Low,6,101,16
754,211,2,1,10,High,1,0,16
755,212,1,6,5,High,1,644242,2
756,212,1,6,6,Low,1,15750,3
757,212,1,6,10,Low,3,44515,4
758,212,1,6,13,Low,1,68970,1
759,213,1,13,1,High,3,449483,6
760,213,4,2,1,High,2,102955,6
761,213,1,13,6,Low,3,25798,1
762,213,1,13,10,High,3,68127,14
763,213,1,13,10,Low,4,68127,14
764,214,1,1,10,Low,1,0,5
765,214,4,3,2,High,1,1510952,6
766,214,4,3,5,High,2,739478,4
767,215,1,7,5,Low,2,0,12
768,215,1,7,10,High,2,382573,13
769,215,1,7,10,Low,1,382573,13
770,215,1,7,13,Low,2,0,1
771,216,1,4,6,Low,2,20923,1
772,216,1,4,10,Low,2,20694,4
773,217,1,4,5,High,2,337719,6
774,217,1,4,10,High,1,31913,12
775,217,1,4,10,Low,1,31913,12
776,217,4,1,13,Low,1,0,2
777,218,1,7,1,High,1,380082,1
778,218,1,7,6,Low,2,0,1
779,218,1,7,10,Balanced,1,45940,9
780,218,1,7,10,Low,2,45940,9
781,218,1,7,13,Low,1,0,2
782,218,4,1,13,Low,1,0,2
783,219,1,5,6,Low,1,0,1
784,219,1,5,10,High,2,-177,4
785,219,1,5,10,Low,1,-177,4
786,220,1,9,1,High,2,540820,5
787,220,1,9,6,Low,5,29333,3
788,220,1,9,10,High,1,32784,7
789,220,1,9,10,Low,1,32784,7
790,221,1,3,5,High,1,93605,1
791,221,1,3,10,Low,2,36459,11
792,222,1,7,1,High,2,0,8
793,222,1,7,10,High,1,53512,8
794,222,1,7,10,Low,4,53512,8
795,223,1,5,10,Low,5,9999,10
796,224,1,14,1,High,1,543084,3
797,224,1,14,6,Low,2,0,1
798,224,1,14,7,High,7,296840,1
799,224,1,14,10,Low,4,25572,8
800,225,1,4,0,High,2,98818,1
801,225,1,4,10,High,1,21448,5
802,226,1,3,6,Low,1,0,2
803,226,1,3,10,Low,1,14021,1
804,226,1,3,13,Low,1,0,1
805,227,1,6,6,Low,1,0,1
806,227,1,6,10,Low,1,-3,1
807,227,1,6,13,Low,1,0,1
808,228,1,5,10,Balanced,1,16363,4
809,228,1,5,10,Low,3,16363,4
810,228,1,5,13,Low,1,1899,1
811,229,1,10,1,High,1,211068,5
812,229,1,10,2,High,1,701754,2
813,229,1,10,5,High,2,305643,9
814,229,1,10,10,High,1,193853,18
815,229,1,10,10,Low,4,193853,18
816,230,1,6,5,High,2,135444,3
817,230,1,6,10,High,1,28273,7
818,230,1,6,10,Low,1,28273,7
819,231,1,11,2,High,1,398621,2
820,231,1,11,6,Low,1,0,1
821,231,1,11,10,High,1,9396,7
822,231,1,11,10,Low,4,9396,7
823,231,1,11,13,Low,3,0,1
824,232,1,8,5,High,1,0,2
825,232,1,8,10,Balanced,1,63577,9
826,232,1,8,10,High,2,63577,9
827,232,1,8,10,Low,4,63577,9
828,233,1,14,1,High,2,0,2
829,233,1,14,10,High,1,0,7
830,233,1,14,10,Low,7,0,7
831,234,1,2,5,High,1,139000,1
832,234,1,2,6,Low,1,5700,4
833,235,1,8,5,High,2,79404,13
834,235,1,8,5,Low,1,79404,13
835,235,3,1,5,High,1,103402,13
836,235,1,8,10,High,2,100692,10
837,235,1,8,10,Low,2,100692,10
838,236,1,3,1,High,1,360130,2
839,236,1,3,10,Low,2,11809,11
840,237,1,1,6,Low,1,7912,1
841,238,1,17,5,High,1,0,1
842,238,1,17,6,Low,3,0,1
843,238,1,17,10,High,3,9532,8
844,238,1,17,10,Low,9,9532,8
845,239,1,7,10,Balanced,1,2411,7
846,239,1,7,10,Low,5,2411,7
847,240,1,13,5,High,4,0,2
848,240,1,13,5,Low,1,0,2
849,240,1,13,10,High,1,23017,5
850,240,1,13,10,Low,4,23017,5
851,241,1,4,10,Balanced,1,40511,5
852,241,1,4,10,Low,3,40511,5
853,242,1,3,0,High,2,100000,1
854,242,1,3,6,Low,1,8328,1
855,243,1,5,10,Balanced,1,84644,20
856,243,1,5,10,High,1,84644,20
857,243,1,5,10,Low,3,84644,20
858,244,1,27,1,High,2,716168,3
859,244,1,27,5,High,1,0,4
860,244,1,27,5,Low,2,0,4
861,244,1,27,6,Low,9,69519,3
862,244,1,27,7,High,6,88500,2
863,244,1,27,10,High,2,114945,10
864,244,1,27,10,Low,2,114945,10
865,244,1,27,13,Low,3,0,3
866,245,1,9,2,High,1,1496097,2
867,245,1,9,5,High,1,66638,7
868,245,1,9,5,Low,1,66638,7
869,245,1,9,10,Low,6,74161,17
870,246,1,6,1,High,1,786008,2
871,246,1,6,8,High,1,550525,1
872,246,1,6,10,High,1,30217,11
873,246,1,6,10,Low,2,30217,11
874,247,1,21,0,High,1,18500,1
875,247,1,21,5,High,2,162590,19
876,247,1,21,5,Low,2,162590,19
877,247,1,21,6,Low,3,0,1
878,247,1,21,10,Balanced,1,37798,48
879,247,1,21,10,High,1,37798,48
880,247,1,21,10,Low,8,37798,48
881,247,1,21,13,Low,3,0,1
882,247,4,1,2,High,1,1424918,3
883,248,1,14,1,High,1,87877,5
884,248,1,14,5,High,2,111769,4
885,248,1,14,6,Low,7,10633,5
886,248,1,14,10,High,2,73583,16
887,248,1,14,10,Low,2,73583,16
888,248,2,2,10,Low,2,0,16
889,249,1,15,1,High,1,85983,3
890,249,4,1,1,High,1,0,3
891,249,1,15,5,High,1,0,1
892,249,1,15,10,Balanced,1,13001,14
893,249,1,15,10,High,3,13001,14
894,249,1,15,10,Low,8,13001,14
895,250,1,3,5,High,1,47690,1
896,250,1,3,10,Low,2,64716,9
897,251,1,11,5,High,3,197128,5
898,251,1,11,5,Low,1,197128,5
899,251,1,11,10,High,1,63236,13
900,251,1,11,10,Low,3,63236,13
901,252,1,3,10,Balanced,1,39984,9
902,252,1,3,10,Low,1,39984,9
903,253,1,6,1,High,1,258122,3
904,253,1,6,5,Low,1,75000,3
905,253,1,6,6,Low,1,8800,1
906,253,1,6,10,Low,2,16905,19
907,254,1,5,1,High,1,237682,2
908,254,1,5,6,Low,2,0,2
909,254,1,5,10,Balanced,1,500,2
910,254,1,5,10,Low,1,500,2
911,255,1,9,1,High,1,40569,2
912,255,1,9,5,High,2,104685,8
913,255,1,9,10,Low,4,71315,25
914,255,1,9,13,Low,1,0,1
915,256,1,7,1,High,2,352501,3
916,256,1,7,5,High,1,0,1
917,256,1,7,5,Low,1,0,1
918,256,1,7,10,High,1,12413,3
919,256,1,7,10,Low,1,12413,3
920,256,4,3,2,High,3,0,1
921,257,1,23,2,High,2,4954304,1
922,257,1,23,6,Low,4,0,2
923,257,1,23,10,Low,15,30686,9
924,258,1,2,5,High,1,300000,10
925,258,1,2,10,Low,1,11731,4
926,259,1,4,10,Balanced,1,38870,11
927,259,1,4,10,Low,3,38870,11
928,260,1,12,5,Low,2,0,2
929,260,1,12,10,High,8,13228,16
930,260,1,12,10,Low,1,13228,16
931,261,1,2,10,Low,2,2364,3
932,262,1,5,5,Low,1,0,7
933,262,1,5,10,High,2,3370,18
934,262,1,5,10,Low,2,3370,18
935,263,1,8,6,Low,2,5740,1
936,263,1,8,10,Low,6,10848,13
937,264,1,5,10,Balanced,1,37998,16
938,264,1,5,10,High,1,37998,16
939,264,1,5,10,Low,3,37998,16
940,265,1,11,5,High,2,379889,14
941,265,1,11,6,Low,1,9680,1
942,265,1,11,10,High,2,175839,15
943,265,1,11,10,Low,4,175839,15
944,265,1,11,13,Low,2,0,3
945,266,1,1,10,Balanced,1,2,2
946,267,1,12,1,High,3,253091,3
947,267,1,12,10,Balanced,1,63305,8
948,267,1,12,10,High,2,63305,8
949,267,1,12,10,Low,4,63305,8
950,268,1,5,10,Balanced,1,3332,6
951,268,1,5,10,Low,4,3332,6
952,269,1,5,1,High,1,0,5
953,269,1,5,6,Low,1,3250,6
954,269,1,5,10,Low,1,23841,15
955,269,1,5,17,High,2,42136,1
956,269,3,1,17,High,1,188052,1
957,269,4,3,17,High,3,0,1
958,270,1,11,1,High,2,326811,4
959,270,1,11,5,High,4,428059,22
960,270,1,11,10,High,2,86981,16
961,270,1,11,10,Low,2,86981,16
962,271,1,7,5,Low,1,0,3
963,271,1,7,6,Low,1,3075,1
964,271,1,7,10,Low,1,2683,2
965,272,1,4,10,High,3,110469,10
966,272,1,4,10,Low,1,110469,10
967,273,1,7,2,High,2,2803172,8
968,273,1,7,10,High,1,34487,16
969,273,1,7,10,Low,4,34487,16
970,274,1,9,1,High,1,0,1
971,274,1,9,5,High,1,308442,1
972,274,1,9,6,Low,4,0,3
973,274,1,9,10,Balanced,1,36466,16
974,274,1,9,10,High,1,36466,16
975,274,1,9,10,Low,1,36466,16
976,275,1,3,10,Low,3,18334,5
977,276,1,6,10,High,5,292137,6
978,276,1,6,10,Low,1,292137,6
979,276,4,3,2,High,2,3576129,2
980,276,4,3,5,High,1,0,7
981,277,1,5,5,High,1,26430,1
982,277,1,5,10,Low,4,20429,8
983,278,1,8,10,Low,4,46880,4
984,279,1,3,6,Low,1,0,1
985,279,1,3,10,Balanced,1,22730,5
986,279,1,3,10,Low,1,22730,5
987,280,1,5,10,Low,5,21048,20
988,281,1,2,10,High,1,4003,5
989,281,1,2,10,Low,1,4003,5
990,281,4,1,2,High,1,759467,1
991,282,1,11,1,High,2,179898,6
992,282,4,1,1,High,1,0,6
993,282,1,11,10,High,2,19650,10
994,282,1,11,10,Low,5,19650,10
995,283,1,4,5,High,2,135149,5
996,283,1,4,10,Low,2,17942,3
997,284,1,4,10,Low,4,32782,11
998,285,1,2,10,Low,1,12157,4
999,286,1,4,10,Low,3,36429,4
1000,287,1,7,0,High,1,91638,2
1001,287,1,7,2,High,1,1237817,2
1002,287,1,7,5,High,1,475000,13
1003,287,1,7,6,Low,1,0,1
1004,287,1,7,10,High,1,0,7
1005,287,1,7,13,Low,2,0,1
1006,288,1,5,10,Low,2,40032,7
1007,289,1,3,10,Low,3,110153,3
1008,290,1,5,6,Low,3,16672,1
1009,290,1,5,10,High,2,60407,13
1010,291,1,6,1,High,1,361273,1
1011,291,1,6,10,High,1,5401,3
1012,291,1,6,10,Low,2,5401,3
1013,291,1,6,13,Low,1,0,2
1014,292,1,10,2,High,1,302987,2
1015,292,1,10,10,High,5,178642,10
1016,292,1,10,10,Low,2,178642,10
1017,293,1,10,5,High,3,150000,11
1018,293,4,1,5,High,1,0,11
1019,293,1,10,10,Balanced,1,66226,9
1020,293,1,10,10,High,2,66226,9
1021,293,1,10,10,Low,3,66226,9
1022,294,1,12,2,High,2,1037794,2
1023,294,1,12,10,High,2,36883,4
1024,294,1,12,10,Low,5,36883,4
1025,295,1,8,10,High,1,80824,21
1026,295,1,8,10,Low,7,80824,21
1027,296,1,4,10,Balanced,1,14289,3
1028,296,1,4,10,Low,2,14289,3
1029,296,1,4,13,Low,1,27325,1
1030,297,1,3,10,Low,3,31082,12
1031,298,1,5,6,Low,3,0,1
1032,298,1,5,10,Low,2,57000,7
1033,299,1,14,5,High,1,79471,13
1034,299,1,14,5,Low,1,79471,13
1035,299,1,14,6,Low,2,0,1
1036,299,1,14,10,High,3,460565,28
1037,299,1,14,10,Low,6,460565,28
1038,299,1,14,13,Low,1,0,1
1039,300,1,2,10,Low,1,898,1
1040,300,4,2,1,High,2,0,3
1041,301,1,16,1,High,2,452056,2
1042,301,1,16,5,High,3,0,19
1043,301,1,16,5,Low,1,0,19
1044,301,4,1,5,High,1,809847,19
1045,301,1,16,6,Low,1,0,3
1046,301,1,16,10,High,3,34027,8
1047,301,1,16,10,Low,5,34027,8
1048,302,1,10,2,High,1,1028218,6
1049,302,1,10,10,High,7,347643,17
1050,302,1,10,10,Low,2,347643,17
1051,303,1,1,6,Low,1,10000,4
1052,304,1,3,10,Low,3,87004,4
1053,305,1,6,1,High,2,847713,5
1054,305,1,6,10,High,1,14096,5
1055,305,1,6,10,Low,1,14096,5
1056,305,1,6,13,Low,1,0,1
1057,306,1,10,10,High,2,185730,23
1058,306,1,10,10,Low,5,185730,23
1059,306,1,10,13,Low,1,0,1
1060,307,1,4,5,High,1,0,3
1061,307,1,4,10,Balanced,1,8536,7
1062,307,1,4,10,Low,2,8536,7
1063,308,1,6,1,High,1,591050,4
1064,308,1,6,6,Low,3,0,2
1065,308,1,6,10,Low,2,11020,7
1066,308,4,1,13,Low,1,0,1
1067,309,1,14,1,High,3,594392,4
1068,309,1,14,10,Balanced,1,75602,12
1069,309,1,14,10,High,6,75602,12
1070,309,1,14,10,Low,4,75602,12
1071,310,1,10,0,High,1,98069,1
1072,310,1,10,6,Low,1,400,2
1073,310,1,10,10,Balanced,1,8111,17
1074,310,1,10,10,High,1,8111,17
1075,310,1,10,10,Low,4,8111,17
1076,311,1,5,10,High,2,128296,15
1077,311,1,5,10,Low,3,128296,15
1078,312,1,7,10,Balanced,1,34280,7
1079,312,1,7,10,Low,5,34280,7
1080,312,1,7,12,High,1,0,1
1081,313,1,15,10,Balanced,1,76652,27
1082,313,1,15,10,High,4,76652,27
1083,313,1,15,10,Low,9,76652,27
1084,314,1,2,6,Low,1,16328,1
1085,315,1,4,10,High,4,87598,7
1086,316,1,9,1,High,1,0,4
1087,316,1,9,7,Low,2,41161,3
1088,316,1,9,10,High,3,270041,22
1089,316,1,9,10,Low,2,270041,22
1090,316,1,9,13,Low,1,0,1
1091,317,1,3,5,High,1,131408,4
1092,317,1,3,10,Low,1,22699,12
1093,318,1,15,1,High,1,203311,3
1094,318,1,15,10,Balanced,1,202407,20
1095,318,1,15,10,High,4,202407,20
1096,318,1,15,10,Low,9,202407,20
1097,319,1,10,6,Low,6,0,1
1098,319,1,10,10,Balanced,1,123865,6
1099,319,1,10,10,High,2,123865,6
1100,319,1,10,10,Low,1,123865,6
1101,320,1,2,10,Low,2,7792,3
1102,321,1,12,5,High,6,426640,16
1103,321,1,12,10,High,2,12126,13
1104,321,1,12,10,Low,4,12126,13
1105,322,1,10,6,Low,5,18909,1
1106,322,1,10,10,High,2,184387,14
1107,322,1,10,10,Low,2,184387,14
1108,323,1,12,10,Balanced,1,26495,17
1109,323,1,12,10,High,1,26495,17
1110,323,1,12,10,Low,10,26495,17
1111,323,2,1,10,Low,1,184,17
1112,324,1,6,1,High,1,60778,2
1113,324,1,6,5,High,1,200000,2
1114,324,1,6,10,High,1,146487,9
1115,324,1,6,10,Low,2,146487,9
1116,325,1,7,6,Low,3,18992,1
1117,325,1,7,10,High,1,75003,27
1118,325,1,7,10,Low,3,75003,27
1119,326,1,9,1,High,2,950499,5
1120,326,1,9,5,Low,1,0,2
1121,326,1,9,10,High,1,4639,11
1122,326,1,9,10,Low,4,4639,11
1123,326,1,9,13,Low,1,0,4
1124,327,1,4,6,Low,2,11080,3
1125,327,1,4,10,High,1,9358,2
1126,327,1,4,10,Low,1,9358,2
1127,328,1,2,10,Low,1,561,2
1128,328,1,2,13,Low,1,0,1
1129,329,1,4,10,Balanced,1,104716,8
1130,329,1,4,10,Low,2,104716,8
1131,329,1,4,13,Low,1,0,1
1132,330,1,5,10,Balanced,1,18951,10
1133,330,1,5,10,Low,3,18951,10
1134,331,1,2,10,Low,2,-6,7
1135,332,1,7,10,High,2,4331,4
1136,332,1,7,10,Low,4,4331,4
1137,333,1,14,1,High,3,387902,8
1138,333,1,14,1,Low,2,387902,8
1139,333,1,14,6,Low,3,400,1
1140,333,1,14,10,High,1,37982,12
1141,333,1,14,10,Low,4,37982,12
1142,333,1,14,51,Low,1,44036,1
1143,334,1,3,7,Low,1,0,1
1144,334,1,3,10,Low,2,55671,4
1145,334,4,1,8,High,1,0,1
1146,335,1,13,5,High,3,403988,22
1147,335,1,13,10,High,5,151108,23
1148,335,1,13,10,Low,5,151108,23
1149,336,1,4,5,High,2,442610,2
1150,336,1,4,10,Low,2,50161,6
1151,337,1,5,1,High,1,166023,1
1152,337,4,1,1,High,1,0,1
1153,337,1,5,6,High,1,0,1
1154,337,1,5,10,High,1,0,2
1155,337,1,5,13,Low,2,0,1
1156,338,1,28,1,High,4,641744,11
1157,338,4,2,1,High,1,0,11
1158,338,1,28,6,Low,14,51049,9
1159,338,1,28,7,High,1,263000,2
1160,338,1,28,10,High,1,105237,3
1161,338,1,28,10,Low,1,105237,3
1162,338,1,28,13,Low,1,0,2
1163,338,4,2,13,Low,1,0,2
1164,339,1,14,10,Balanced,1,41220,19
1165,339,1,14,10,High,7,41220,19
1166,339,1,14,10,Low,5,41220,19
1167,340,1,4,10,Low,3,70645,6
1168,341,1,10,6,High,1,71089,3
1169,341,1,10,6,Low,5,71089,3
1170,341,1,10,10,Balanced,1,66445,35
1171,341,1,10,10,High,2,66445,35
1172,342,1,10,2,High,1,1399950,4
1173,342,1,10,5,High,1,132899,20
1174,342,1,10,6,Low,1,0,1
1175,342,1,10,10,High,2,13533,10
1176,342,1,10,10,Low,5,13533,10
1177,343,1,22,1,High,2,336506,8
1178,343,1,22,5,High,2,0,4
1179,343,1,22,6,Low,6,0,2
1180,343,1,22,10,High,4,10108,46
1181,343,1,22,10,Low,8,10108,46
1182,344,1,2,10,High,1,75511,4
1183,344,1,2,10,Low,1,75511,4
1184,345,1,13,5,High,3,0,8
1185,345,1,13,6,Low,5,10500,1
1186,345,1,13,13,Low,2,0,3
1187,346,1,4,10,Low,3,57879,7
1188,347,1,15,1,High,3,0,1
1189,347,1,15,6,Low,2,0,2
1190,347,1,15,10,High,2,1133,8
1191,347,1,15,10,Low,7,1133,8
1192,348,1,2,10,High,1,69928,4
1193,348,1,2,10,Low,1,69928,4
1194,349,1,7,6,Low,1,0,2
1195,349,1,7,10,Balanced,1,65301,25
1196,349,1,7,10,Low,5,65301,25
1197,349,4,2,2,High,2,913933,3
1198,350,1,11,6,Low,4,12280,4
1199,350,1,11,7,Low,1,0,2
1200,350,1,11,10,High,1,166947,7
1201,350,1,11,10,Low,2,166947,7
1202,350,1,11,13,Low,2,0,5
1203,351,1,2,10,Low,2,20703,3
1204,352,1,5,6,Low,3,0,10
1205,352,1,5,10,High,1,26571,2
1206,352,1,5,10,Low,1,26571,2
1207,353,1,20,1,High,2,0,1
1208,353,1,20,5,High,3,0,3
1209,353,1,20,5,Low,2,0,3
1210,353,1,20,10,High,4,1316,11
1211,353,1,20,10,Low,9,1316,11
1212,353,2,2,10,High,1,0,11
1213,353,2,2,10,Low,1,0,11
1214,354,1,9,1,High,3,233969,5
1215,354,1,9,6,Low,5,2288,1
1216,354,1,9,10,Low,1,31242,4
1217,355,1,3,1,High,1,128250,2
1218,355,1,3,10,Low,2,72374,11
1219,356,1,12,2,High,1,0,5
1220,356,4,1,2,High,1,1877195,5
1221,356,1,12,6,Low,1,0,1
1222,356,1,12,10,Balanced,1,77394,9
1223,356,1,12,10,High,1,77394,9
1224,356,1,12,10,Low,5,77394,9
1225,356,1,12,13,Low,2,21544,1
1226,357,1,10,5,High,2,0,4
1227,357,1,10,10,High,2,18492,21
1228,357,1,10,10,Low,3,18492,21
1229,358,1,6,10,High,6,494524,26
1230,359,1,4,10,High,1,60533,9
1231,359,1,4,10,Low,3,60533,9
1232,360,1,10,6,Low,3,0,3
1233,360,1,10,10,High,2,156830,19
1234,360,1,10,10,Low,4,156830,19
1235,361,1,3,10,Low,3,34880,10
1236,362,1,1,10,Low,1,2666,2
1237,363,1,14,10,Balanced,2,33226,28
1238,363,1,14,10,High,4,33226,28
1239,363,1,14,10,Low,8,33226,28
1240,364,1,4,5,Low,1,51313,1
1241,364,1,4,10,Low,3,5693,3
1242,365,1,2,10,High,1,1760,2
1243,365,1,2,10,Low,1,1760,2
1244,366,1,12,5,High,2,105352,11
1245,366,1,12,5,Low,2,105352,11
1246,366,1,12,10,High,2,234108,10
1247,366,1,12,10,Low,3,234108,10
1248,366,1,12,13,Low,2,13924,1
1249,367,1,8,5,Low,1,0,1
1250,367,1,8,7,Low,1,41700,1
1251,367,1,8,10,High,2,231115,7
1252,367,1,8,10,Low,4,231115,7
1253,367,4,1,2,High,1,1081764,3
1254,368,1,10,0,High,1,98149,2
1255,368,1,10,1,High,1,0,4
1256,368,1,10,5,High,2,0,1
1257,368,1,10,10,High,2,5564,9
1258,368,1,10,10,Low,4,5564,9
1259,369,1,8,5,High,1,188418,2
1260,369,1,8,10,High,3,84826,11
1261,369,1,8,10,Low,3,84826,11
1262,370,1,9,0,High,1,0,1
1263,370,1,9,5,Low,1,11535,3
1264,370,1,9,10,High,2,121274,6
1265,370,1,9,10,Low,1,121274,6
1266,370,1,9,13,Low,2,0,2
1267,371,1,3,10,Low,2,18787,6
1268,372,1,4,6,Low,3,39231,3
1269,372,1,4,13,Low,1,0,1
1270,373,1,3,5,High,1,96365,4
1271,373,1,3,10,Low,1,9350,10
1272,373,1,3,13,Low,1,0,1
1273,374,1,6,10,High,1,39623,8
1274,374,1,6,10,Low,4,39623,8
1275,375,1,17,5,Low,2,0,6
1276,375,1,17,6,Low,2,14746,2
1277,375,1,17,10,Balanced,1,73181,37
1278,375,1,17,10,High,3,73181,37
1279,375,1,17,10,Low,7,73181,37
1280,375,2,1,10,Low,1,31141,37
1281,375,1,17,13,Low,1,14359,1
1282,376,1,3,5,High,1,34210,2
1283,376,1,3,10,High,1,53874,3
1284,376,1,3,10,Low,1,53874,3
1285,377,1,3,10,Low,3,82466,4
1286,378,1,9,5,High,2,160000,3
1287,378,1,9,10,Balanced,1,54141,11
1288,378,1,9,10,Low,5,54141,11
1289,378,1,9,13,Low,1,0,1
1290,379,1,8,6,Low,5,23640,3
1291,379,1,8,10,High,1,38911,4
1292,379,1,8,10,Low,2,38911,4
1293,379,4,2,1,High,2,852533,7
1294,381,1,10,6,Low,2,16504,2
1295,381,1,10,10,High,2,189514,42
1296,381,1,10,10,Low,6,189514,42
1297,382,1,3,6,Low,1,5552,1
1298,382,1,3,10,Low,2,19889,17
1299,383,1,20,5,High,1,92894,10
1300,383,1,20,6,Low,2,0,3
1301,383,1,20,10,High,6,135303,34
1302,383,1,20,10,Low,9,135303,34
1303,383,4,1,2,High,1,209419,1
1304,384,1,5,10,Low,3,110411,3
1305,385,1,4,5,Low,1,60834,1
1306,385,1,4,6,Low,1,3876,2
1307,385,1,4,10,Low,2,6322,7
1308,386,1,8,5,High,4,1158957,15
1309,386,1,8,5,Low,1,1158957,15
1310,386,1,8,10,High,2,140879,6
1311,386,1,8,10,Low,1,140879,6
1312,387,1,10,5,High,1,0,19
1313,387,1,10,6,Low,7,0,4
1314,387,1,10,13,Low,1,0,2
1315,388,1,4,6,Low,3,29118,2
1316,388,1,4,10,Low,1,0,1
1317,389,1,2,5,Low,1,9510,1
1318,389,1,2,10,Low,1,6261,3
1319,390,1,7,10,High,1,28585,7
1320,390,1,7,10,Low,6,28585,7
1321,391,1,4,5,High,1,81487,2
1322,391,1,4,10,Low,2,23015,15
1323,392,1,6,5,High,1,111105,1
1324,392,1,6,10,Balanced,1,52169,10
1325,392,1,6,10,Low,3,52169,10
1326,392,1,6,13,Low,1,0,1
1327,393,1,9,10,Low,9,23195,25
1328,393,2,1,10,Low,1,0,25
1329,393,4,1,13,Low,1,0,1
1330,394,1,17,1,High,1,0,4
1331,394,1,17,2,High,1,2235850,2
1332,394,1,17,5,High,1,471581,3
1333,394,1,17,10,Balanced,1,38773,18
1334,394,1,17,10,High,7,38773,18
1335,394,1,17,10,Low,5,38773,18
1336,394,1,17,13,Low,1,0,1
1337,395,1,6,6,Low,1,0,1
1338,395,1,6,10,Balanced,1,29636,13
1339,395,1,6,10,High,1,29636,13
1340,395,1,6,10,Low,2,29636,13
1341,396,1,13,5,High,1,30442,7
1342,396,1,13,10,Balanced,1,81146,15
1343,396,1,13,10,Low,4,81146,15
1344,396,1,13,13,Low,2,0,2
1345,397,1,10,1,High,1,269369,4
1346,397,1,10,5,High,5,483825,9
1347,397,1,10,10,High,2,68768,16
1348,397,1,10,10,Low,2,68768,16
1349,398,1,10,1,High,1,0,3
1350,398,1,10,10,High,1,39546,5
1351,398,1,10,10,Low,7,39546,5
1352,398,2,1,10,Low,1,0,5
1353,399,1,7,1,High,1,447895,2
1354,399,1,7,5,High,2,235210,6
1355,399,1,7,10,Low,3,47976,9
1356,399,4,1,2,High,1,520288,1
1357,400,1,15,1,High,1,223935,5
1358,400,1,15,5,High,5,419164,11
1359,400,1,15,6,Low,2,2980,2
1360,400,1,15,10,High,2,129766,6
1361,400,1,15,10,Low,4,129766,6
1362,400,1,15,13,Low,1,0,1
1363,401,1,4,5,High,2,600000,13
1364,401,1,4,10,High,1,30144,9
1365,401,1,4,10,Low,1,30144,9
1366,402,1,11,1,High,1,355923,2
1367,402,1,11,5,High,1,0,8
1368,402,1,11,10,High,2,3033,23
1369,402,1,11,10,Low,3,3033,23
1370,403,1,11,6,Low,1,0,1
1371,403,1,11,10,Balanced,1,17900,15
1372,403,1,11,10,High,1,17900,15
1373,403,1,11,10,Low,8,17900,15
1374,404,1,23,1,High,1,0,3
1375,404,1,23,5,High,1,1207,2
1376,404,1,23,6,Low,5,19991,2
1377,404,1,23,10,High,5,162668,33
1378,404,1,23,10,Low,9,162668,33
1379,404,1,23,12,High,1,0,1
1380,405,1,4,6,Low,1,15276,2
1381,405,1,4,10,Balanced,1,1986,7
1382,405,1,4,10,Low,2,1986,7
1383,406,1,10,5,High,2,81933,17
1384,406,1,10,5,Low,1,81933,17
1385,406,1,10,10,High,4,46881,16
1386,406,1,10,10,Low,2,46881,16
1387,407,1,16,1,High,2,0,6
1388,407,1,16,1,Low,2,0,6
1389,407,1,16,5,High,4,75444,8
1390,407,1,16,6,Low,2,15500,4
1391,407,1,16,10,High,2,145688,32
1392,407,1,16,10,Low,4,145688,32
1393,408,1,29,2,High,2,0,1
1394,408,1,29,10,High,13,116568,25
1395,408,1,29,10,Low,12,116568,25
1396,408,3,2,51,High,2,-5,13
1397,408,4,1,1,High,1,0,3
1398,409,1,17,5,Low,2,0,2
1399,409,1,17,10,Balanced,1,193356,11
1400,409,1,17,10,High,2,193356,11
1401,409,1,17,10,Low,9,193356,11
1402,410,1,3,10,Low,2,52489,3
1403,410,1,3,13,Low,1,19516,1
1404,411,1,10,6,Low,3,0,2
1405,411,1,10,10,Low,5,53595,11
1406,411,1,10,13,Low,1,0,1
1407,412,1,14,5,High,2,0,2
1408,412,1,14,10,High,6,134012,9
1409,412,1,14,10,Low,4,134012,9
1410,413,1,16,1,High,2,1313347,9
