customer_no,acct_type,enquiry_count
510,6.0,4
510,10.0,14
511,5.0,8
511,10.0,12
512,1.0,1
512,5.0,1
512,6.0,3
512,13.0,1
513,10.0,5
514,10.0,3
515,2.0,1
515,5.0,2
515,6.0,1
515,10.0,10
516,0.0,1
516,1.0,1
516,5.0,2
516,6.0,2
516,10.0,9
517,0.0,2
517,5.0,6
517,6.0,1
517,10.0,15
517,13.0,1
518,0.0,1
518,10.0,7
519,2.0,1
519,10.0,10
520,10.0,5
521,5.0,2
521,10.0,15
521,13.0,1
522,10.0,1
523,10.0,2
523,13.0,1
524,0.0,1
524,5.0,9
524,6.0,1
524,10.0,14
525,5.0,1
525,6.0,2
526,0.0,1
526,5.0,5
526,10.0,8
527,5.0,11
527,10.0,16
527,12.0,2
527,13.0,2
528,1.0,1
528,5.0,1
528,6.0,3
528,10.0,10
528,13.0,2
529,10.0,2
530,2.0,5
530,10.0,18
531,1.0,1
531,2.0,1
531,5.0,6
531,6.0,1
531,10.0,5
531,13.0,1
532,5.0,3
532,6.0,1
532,10.0,2
533,5.0,2
533,10.0,10
533,13.0,3
534,10.0,14
535,10.0,11
536,5.0,2
536,10.0,4
537,0.0,1
537,6.0,1
537,10.0,8
537,13.0,1
538,10.0,7
539,0.0,8
539,1.0,3
539,5.0,22
539,10.0,12
539,12.0,3
539,51.0,9
540,5.0,2
540,6.0,2
540,10.0,4
541,0.0,1
541,1.0,8
541,5.0,12
541,10.0,10
542,5.0,4
542,10.0,9
542,13.0,1
543,2.0,3
543,10.0,23
543,12.0,1
544,1.0,1
544,5.0,8
544,6.0,5
544,10.0,15
545,5.0,5
545,10.0,7
546,0.0,1
546,1.0,2
546,3.0,1
546,5.0,2
546,6.0,1
546,10.0,17
547,0.0,1
547,5.0,10
547,10.0,2
548,2.0,1
548,10.0,5
549,0.0,1
549,1.0,1
549,2.0,1
549,10.0,11
550,1.0,1
550,5.0,5
550,6.0,1
550,10.0,17
550,12.0,1
550,13.0,2
550,51.0,9
551,5.0,2
551,6.0,2
551,10.0,13
552,10.0,11
553,10.0,8
554,0.0,1
554,5.0,15
554,10.0,48
555,0.0,2
555,2.0,4
555,4.0,1
555,5.0,2
555,10.0,15
556,6.0,2
556,10.0,5
556,13.0,2
557,0.0,1
557,5.0,5
557,10.0,8
558,0.0,2
558,1.0,1
558,2.0,2
558,10.0,14
559,7.0,2
559,10.0,7
560,0.0,2
560,1.0,1
560,5.0,8
560,6.0,1
560,10.0,2
561,1.0,10
561,5.0,6
561,10.0,10
561,13.0,1
562,0.0,1
562,2.0,1
562,5.0,2
562,10.0,17
563,2.0,1
563,5.0,4
563,10.0,7
563,51.0,1
564,0.0,1
564,1.0,5
564,2.0,1
564,5.0,10
564,6.0,2
564,10.0,18
564,13.0,1
565,5.0,4
565,6.0,1
565,10.0,6
566,2.0,4
566,5.0,6
566,10.0,12
567,0.0,1
567,5.0,9
567,10.0,11
568,10.0,4
569,1.0,2
569,5.0,4
569,6.0,2
569,10.0,12
569,13.0,6
570,0.0,1
570,1.0,2
570,5.0,6
570,6.0,1
570,10.0,37
571,0.0,2
571,1.0,3
571,5.0,3
571,10.0,4
571,13.0,3
572,5.0,1
572,10.0,2
573,5.0,6
573,10.0,8
574,0.0,1
574,1.0,3
574,5.0,20
574,10.0,21
574,12.0,1
575,2.0,1
575,10.0,1
576,0.0,1
576,1.0,4
576,5.0,6
576,10.0,8
577,0.0,1
577,10.0,9
578,6.0,1
578,10.0,4
579,10.0,2
580,0.0,4
580,5.0,12
580,6.0,2
580,10.0,22
580,13.0,2
581,1.0,3
581,10.0,16
581,13.0,2
582,1.0,1
582,2.0,1
582,10.0,13
583,2.0,3
583,10.0,1
584,0.0,3
584,5.0,6
584,6.0,1
584,10.0,14
584,13.0,1
585,2.0,1
585,5.0,6
585,6.0,2
585,10.0,7
585,13.0,2
586,0.0,1
586,5.0,2
586,10.0,9
587,6.0,1
587,8.0,1
587,10.0,5
588,5.0,3
588,10.0,14
589,10.0,6
589,13.0,1
590,10.0,7
591,0.0,4
591,5.0,1
591,6.0,1
591,10.0,12
592,0.0,1
592,5.0,5
592,6.0,1
592,10.0,23
592,13.0,1
593,0.0,1
593,5.0,2
593,10.0,17
594,0.0,1
594,6.0,1
594,10.0,5
595,10.0,11
596,5.0,1
596,6.0,1
596,10.0,4
597,0.0,1
597,5.0,2
597,10.0,7
598,0.0,7
598,1.0,2
598,5.0,17
598,10.0,17
598,51.0,1
599,5.0,5
599,10.0,19
600,0.0,1
600,5.0,1
600,10.0,15
601,0.0,1
601,10.0,23
602,0.0,3
602,5.0,1
602,10.0,8
603,6.0,2
603,10.0,5
604,0.0,1
604,2.0,1
604,5.0,12
604,10.0,19
604,13.0,4
605,0.0,2
605,2.0,1
605,5.0,11
605,10.0,22
606,2.0,2
606,5.0,2
606,7.0,1
606,10.0,2
607,1.0,3
607,5.0,4
607,10.0,8
608,10.0,1
609,2.0,2
609,5.0,1
609,6.0,1
609,10.0,29
610,0.0,4
610,1.0,6
610,6.0,2
610,10.0,5
611,2.0,2
611,6.0,2
611,10.0,14
611,13.0,2
612,0.0,1
612,1.0,9
612,2.0,1
612,5.0,20
612,6.0,2
612,10.0,1
613,0.0,1
613,5.0,2
613,10.0,11
614,2.0,1
614,10.0,10
615,10.0,14
615,13.0,2
616,1.0,4
616,2.0,1
616,3.0,1
616,5.0,10
616,6.0,3
616,10.0,23
617,1.0,1
617,5.0,1
617,10.0,13
618,1.0,2
618,2.0,2
618,10.0,27
618,51.0,2
619,0.0,1
619,5.0,3
619,10.0,29
620,0.0,4
620,2.0,3
620,5.0,3
620,10.0,5
620,13.0,1
621,1.0,1
621,10.0,5
621,12.0,1
622,10.0,6
623,5.0,18
623,7.0,2
623,10.0,7
624,5.0,2
624,10.0,5
625,2.0,5
625,5.0,2
625,10.0,11
626,0.0,1
626,6.0,1
626,10.0,7
626,13.0,1
627,0.0,1
627,2.0,7
627,10.0,16
628,10.0,8
629,1.0,1
629,10.0,16
630,5.0,4
630,6.0,1
630,10.0,8
631,0.0,1
631,5.0,4
631,10.0,9
632,5.0,1
632,6.0,4
632,13.0,1
633,1.0,5
633,5.0,4
633,6.0,3
633,10.0,5
634,1.0,1
634,5.0,2
634,10.0,9
635,10.0,4
636,1.0,2
636,5.0,16
636,10.0,58
637,5.0,18
637,6.0,2
637,10.0,8
637,12.0,1
637,13.0,2
638,1.0,12
638,10.0,8
639,0.0,1
639,1.0,2
639,2.0,5
639,5.0,19
639,10.0,10
639,13.0,1
640,0.0,1
640,1.0,1
640,2.0,4
640,5.0,2
640,8.0,3
640,10.0,11
641,5.0,3
641,6.0,3
641,10.0,14
642,0.0,1
642,5.0,1
642,10.0,15
643,10.0,4
643,13.0,6
644,2.0,2
644,10.0,11
645,0.0,2
645,1.0,1
645,6.0,1
645,10.0,9
646,0.0,4
646,5.0,16
646,10.0,52
646,13.0,2
647,1.0,1
647,2.0,1
647,5.0,3
647,6.0,1
647,10.0,11
648,1.0,3
648,2.0,4
648,10.0,3
649,0.0,1
649,5.0,2
649,10.0,4
650,1.0,2
650,10.0,8
651,0.0,3
651,1.0,2
651,5.0,10
651,7.0,1
651,10.0,39
652,0.0,1
652,2.0,1
652,6.0,3
652,10.0,7
653,10.0,11
654,2.0,1
654,5.0,1
654,6.0,1
654,10.0,7
655,0.0,2
655,6.0,1
655,10.0,16
656,1.0,1
656,2.0,1
656,5.0,2
656,6.0,2
656,10.0,20
656,13.0,1
657,0.0,4
657,2.0,2
657,5.0,3
657,10.0,19
658,0.0,1
658,1.0,8
658,5.0,43
658,6.0,3
658,10.0,31
658,12.0,3
658,51.0,1
659,5.0,5
659,6.0,3
659,10.0,22
659,13.0,1
660,0.0,2
660,1.0,2
660,5.0,4
660,10.0,13
661,10.0,3
661,13.0,1
662,1.0,2
662,5.0,1
662,10.0,5
663,0.0,1
663,2.0,1
663,10.0,3
664,1.0,5
664,2.0,1
664,10.0,9
664,17.0,1
665,0.0,2
665,1.0,4
665,2.0,1
665,5.0,2
665,10.0,12
665,13.0,1
666,1.0,6
666,6.0,1
666,10.0,6
666,13.0,1
666,51.0,1
667,5.0,1
667,6.0,1
667,10.0,8
668,10.0,3
668,12.0,5
668,51.0,1
669,1.0,4
669,5.0,1
669,10.0,9
670,1.0,1
670,5.0,1
670,10.0,8
671,5.0,11
671,10.0,10
672,1.0,1
672,10.0,3
674,5.0,1
674,10.0,4
675,5.0,8
675,10.0,16
676,0.0,3
676,5.0,1
676,10.0,10
677,0.0,1
677,5.0,5
677,10.0,4
678,5.0,1
678,6.0,1
678,10.0,3
679,1.0,2
679,10.0,62
679,13.0,1
679,51.0,1
680,1.0,2
680,6.0,1
680,10.0,21
681,5.0,6
681,10.0,18
682,0.0,2
682,5.0,1
682,10.0,5
683,10.0,10
684,5.0,4
684,10.0,17
685,0.0,2
685,1.0,1
685,2.0,4
685,5.0,22
685,10.0,22
686,2.0,1
686,10.0,3
686,13.0,1
687,0.0,1
687,5.0,11
687,10.0,29
687,13.0,6
688,5.0,2
688,10.0,11
689,0.0,3
689,5.0,10
689,10.0,33
690,2.0,8
690,5.0,10
690,6.0,1
690,10.0,12
691,5.0,12
691,6.0,1
691,10.0,12
691,51.0,2
692,2.0,1
692,10.0,10
693,10.0,13
693,13.0,1
694,6.0,3
694,10.0,8
695,0.0,2
695,10.0,10
696,5.0,1
696,6.0,1
696,10.0,5
696,13.0,1
697,0.0,2
697,6.0,1
697,10.0,9
697,13.0,4
698,5.0,5
698,6.0,2
698,10.0,8
698,13.0,1
699,5.0,3
699,6.0,1
699,10.0,4
699,13.0,3
700,2.0,1
700,5.0,1
700,10.0,4
700,13.0,2
701,0.0,1
701,1.0,3
701,2.0,3
701,5.0,15
701,10.0,16
702,0.0,1
702,1.0,4
702,5.0,7
702,10.0,11
702,13.0,3
704,0.0,3
704,2.0,3
704,10.0,4
705,10.0,5
706,0.0,1
706,1.0,10
706,2.0,4
706,3.0,2
706,5.0,13
706,6.0,3
706,10.0,24
707,10.0,16
708,6.0,2
708,10.0,1
709,0.0,1
709,1.0,1
709,2.0,3
709,5.0,2
709,6.0,3
709,10.0,20
709,51.0,1
710,10.0,8
711,10.0,7
712,10.0,10
713,0.0,1
713,1.0,8
713,2.0,2
713,5.0,11
713,6.0,8
713,10.0,14
713,13.0,1
714,1.0,1
714,5.0,1
714,6.0,4
714,10.0,2
714,51.0,1
715,0.0,5
715,10.0,38
716,0.0,1
716,1.0,14
716,4.0,1
716,5.0,9
716,6.0,7
716,10.0,29
717,0.0,2
717,5.0,2
717,10.0,21
718,1.0,6
718,5.0,6
718,6.0,2
718,10.0,12
719,5.0,5
719,10.0,11
720,5.0,2
720,6.0,1
720,10.0,6
721,2.0,1
721,10.0,15
722,6.0,1
722,10.0,5
723,5.0,9
723,10.0,14
724,5.0,8
724,10.0,24
725,1.0,1
725,5.0,2
725,10.0,4
725,13.0,2
726,6.0,1
726,10.0,10
727,5.0,2
727,10.0,11
728,5.0,1
728,6.0,1
728,10.0,9
729,2.0,3
729,10.0,1
729,51.0,1
730,2.0,4
730,10.0,1
731,0.0,3
731,1.0,1
731,5.0,17
731,10.0,14
731,14.0,4
732,5.0,1
732,10.0,5
733,0.0,1
733,2.0,1
733,5.0,2
733,10.0,5
734,5.0,1
734,6.0,1
734,10.0,12
735,1.0,2
735,5.0,11
735,10.0,21
736,2.0,1
736,10.0,5
737,1.0,2
737,2.0,1
737,5.0,1
737,10.0,18
737,13.0,2
738,0.0,1
738,1.0,3
738,2.0,2
738,3.0,3
738,4.0,1
738,10.0,4
739,2.0,1
739,10.0,6
740,5.0,5
740,6.0,3
740,10.0,1
741,10.0,2
741,51.0,2
742,5.0,4
742,10.0,11
743,0.0,1
743,1.0,2
743,10.0,4
744,0.0,1
744,2.0,2
744,5.0,5
744,10.0,10
745,5.0,3
745,8.0,1
745,10.0,14
746,0.0,4
746,1.0,1
746,2.0,13
746,5.0,4
746,10.0,11
747,0.0,1
747,10.0,11
748,0.0,1
748,1.0,1
748,10.0,4
749,0.0,2
749,1.0,2
749,5.0,11
749,10.0,28
749,13.0,1
750,0.0,1
750,2.0,6
750,5.0,15
750,6.0,4
750,10.0,25
751,1.0,1
751,5.0,2
751,6.0,2
751,10.0,7
752,2.0,1
752,3.0,1
752,5.0,4
752,10.0,8
753,10.0,13
754,1.0,1
754,5.0,3
754,6.0,4
754,10.0,22
755,1.0,2
755,5.0,4
755,6.0,1
755,10.0,18
756,0.0,1
756,1.0,2
756,2.0,2
756,5.0,4
756,10.0,24
757,0.0,1
757,1.0,1
757,5.0,10
757,10.0,9
757,13.0,2
758,1.0,1
758,6.0,2
758,10.0,2
759,0.0,2
759,1.0,1
759,2.0,1
759,5.0,14
759,6.0,1
759,10.0,21
760,10.0,7
761,0.0,2
761,2.0,2
761,10.0,3
762,5.0,5
762,6.0,1
762,8.0,4
762,10.0,17
763,0.0,1
763,10.0,26
764,0.0,1
764,2.0,2
764,6.0,1
764,10.0,5
764,13.0,3
765,1.0,2
765,5.0,1
765,6.0,6
765,10.0,13
766,10.0,3
767,0.0,2
767,10.0,12
767,13.0,1
768,0.0,1
768,1.0,1
768,5.0,14
768,6.0,3
768,10.0,7
769,0.0,1
769,5.0,2
769,6.0,4
769,10.0,7
769,13.0,2
769,51.0,4
770,6.0,1
770,10.0,11
771,2.0,2
771,10.0,6
771,13.0,1
772,10.0,5
772,13.0,2
773,5.0,2
773,10.0,4
773,13.0,1
774,5.0,1
774,10.0,17
775,1.0,8
775,2.0,9
775,5.0,7
775,10.0,11
776,2.0,2
776,10.0,4
777,10.0,6
777,13.0,1
778,10.0,3
778,13.0,2
779,10.0,9
780,10.0,10
781,0.0,2
781,1.0,4
781,3.0,4
781,6.0,13
781,10.0,4
782,1.0,1
782,5.0,2
782,6.0,3
782,10.0,9
783,1.0,1
783,5.0,1
783,10.0,3
784,0.0,3
784,1.0,6
784,5.0,1
784,10.0,11
785,10.0,3
785,13.0,1
786,1.0,26
786,5.0,23
786,6.0,5
786,10.0,4
786,51.0,2
787,0.0,1
787,2.0,1
787,10.0,6
788,1.0,2
788,5.0,4
789,0.0,1
789,1.0,9
789,2.0,5
789,5.0,2
789,6.0,2
789,10.0,15
790,2.0,1
790,5.0,1
790,10.0,19
791,0.0,1
791,3.0,1
791,5.0,11
791,10.0,20
792,2.0,3
792,5.0,8
792,6.0,1
792,10.0,19
793,2.0,1
793,5.0,3
793,10.0,11
794,0.0,1
794,2.0,1
794,5.0,4
794,6.0,1
794,10.0,15
794,13.0,3
795,0.0,1
795,5.0,12
795,10.0,3
796,0.0,2
796,1.0,4
796,5.0,8
796,10.0,20
797,0.0,1
797,5.0,1
797,6.0,2
797,10.0,7
798,1.0,3
798,2.0,1
798,5.0,7
798,6.0,1
798,10.0,15
799,0.0,2
799,5.0,13
799,6.0,4
799,10.0,8
799,13.0,1
800,0.0,1
800,5.0,10
800,10.0,5
800,13.0,1
801,10.0,14
802,0.0,1
802,1.0,2
802,2.0,4
802,3.0,1
802,5.0,25
802,10.0,23
802,13.0,1
802,51.0,1
803,1.0,1
803,10.0,4
804,0.0,1
804,5.0,6
804,10.0,21
806,2.0,1
806,10.0,1
807,5.0,1
807,6.0,1
807,10.0,11
808,5.0,1
808,6.0,1
808,10.0,3
809,5.0,2
809,10.0,9
810,0.0,5
810,2.0,2
810,5.0,1
810,10.0,5
811,10.0,4
812,5.0,4
812,6.0,1
812,10.0,12
813,10.0,10
814,5.0,21
814,10.0,20
815,1.0,3
815,5.0,1
815,10.0,11
815,13.0,2
815,51.0,1
816,5.0,2
816,6.0,1
816,10.0,12
817,0.0,3
817,5.0,6
817,10.0,21
818,10.0,5
819,10.0,4
820,1.0,1
820,10.0,4
821,10.0,8
822,5.0,2
822,10.0,18
823,0.0,1
823,5.0,7
823,6.0,1
823,10.0,18
824,5.0,1
824,10.0,11
825,5.0,4
825,10.0,13
826,3.0,1
826,5.0,1
826,10.0,7
826,13.0,1
827,5.0,6
827,6.0,2
827,10.0,42
827,13.0,2
828,1.0,1
828,5.0,1
828,10.0,5
828,32.0,2
829,0.0,1
829,2.0,1
829,10.0,7
830,10.0,5
831,5.0,8
831,10.0,12
831,13.0,2
832,1.0,1
832,5.0,14
832,6.0,2
832,10.0,8
832,13.0,2
833,0.0,1
833,5.0,22
833,6.0,2
833,10.0,20
834,1.0,1
834,5.0,5
834,6.0,2
834,10.0,8
835,0.0,1
835,2.0,2
835,5.0,4
835,6.0,3
835,10.0,13
836,6.0,1
836,10.0,6
837,2.0,1
837,10.0,9
838,0.0,2
838,1.0,10
838,2.0,1
838,5.0,4
838,6.0,2
838,10.0,28
838,17.0,1
839,5.0,5
839,10.0,13
839,14.0,1
840,0.0,1
840,5.0,1
840,6.0,1
840,10.0,12
841,5.0,10
841,6.0,1
841,10.0,11
842,10.0,8
843,0.0,2
843,1.0,2
843,2.0,1
843,5.0,6
843,6.0,2
843,10.0,28
843,13.0,1
844,0.0,4
844,10.0,6
845,0.0,2
845,6.0,2
845,10.0,46
846,1.0,2
846,5.0,4
846,6.0,2
846,10.0,7
846,13.0,1
847,1.0,1
847,10.0,3
848,1.0,2
848,5.0,2
848,6.0,1
848,10.0,8
849,0.0,1
849,5.0,7
849,6.0,5
849,10.0,21
850,2.0,1
850,5.0,12
850,10.0,17
851,5.0,2
851,10.0,8
851,13.0,1
852,5.0,1
852,6.0,1
852,10.0,1
852,13.0,2
853,10.0,4
854,5.0,5
854,6.0,1
854,10.0,12
855,5.0,8
855,10.0,15
856,0.0,1
856,10.0,19
857,10.0,11
858,0.0,3
858,5.0,1
858,6.0,1
858,10.0,6
859,0.0,1
859,2.0,2
859,5.0,1
859,10.0,12
860,0.0,3
860,2.0,2
860,10.0,9
860,12.0,8
860,51.0,7
861,0.0,1
861,1.0,1
861,5.0,7
861,6.0,2
861,10.0,23
861,12.0,1
862,2.0,3
862,5.0,21
862,10.0,35
863,5.0,2
863,7.0,1
863,10.0,2
864,1.0,3
864,6.0,1
864,10.0,6
865,5.0,2
865,10.0,11
865,13.0,1
865,32.0,1
866,5.0,3
866,10.0,4
867,1.0,3
867,10.0,6
868,10.0,2
868,13.0,1
869,2.0,1
869,10.0,5
869,13.0,1
870,1.0,6
870,5.0,32
870,6.0,8
870,10.0,46
870,13.0,2
871,0.0,3
871,2.0,3
871,5.0,3
871,10.0,16
872,0.0,1
872,10.0,11
873,0.0,1
873,2.0,5
873,5.0,2
873,10.0,21
874,1.0,3
874,10.0,7
875,1.0,1
875,5.0,1
875,10.0,14
876,1.0,3
876,6.0,1
876,10.0,31
876,13.0,1
877,5.0,6
877,10.0,1
878,10.0,3
879,1.0,2
879,2.0,1
879,5.0,1
879,10.0,27
880,5.0,7
880,10.0,16
881,0.0,1
881,1.0,2
881,5.0,1
881,10.0,15
882,1.0,1
882,5.0,4
882,10.0,19
883,0.0,1
883,6.0,3
883,10.0,29
883,13.0,2
884,1.0,2
884,5.0,5
884,6.0,3
884,10.0,6
885,1.0,6
885,3.0,1
885,10.0,5
886,0.0,3
886,3.0,1
886,5.0,6
886,10.0,10
886,13.0,1
887,10.0,10
887,13.0,1
888,10.0,4
889,0.0,2
889,6.0,1
889,10.0,6
889,13.0,4
890,0.0,1
890,10.0,6
891,5.0,9
891,10.0,10
892,1.0,1
892,5.0,2
892,6.0,1
892,10.0,11
893,5.0,3
893,10.0,17
894,0.0,1
894,10.0,13
895,0.0,2
895,1.0,1
895,5.0,1
895,10.0,19
896,2.0,1
896,5.0,4
896,6.0,2
896,10.0,15
897,0.0,1
897,5.0,1
897,10.0,7
898,2.0,1
898,5.0,1
898,10.0,6
899,1.0,6
899,2.0,6
899,5.0,1
899,6.0,2
899,7.0,2
899,10.0,21
899,13.0,3
899,17.0,1
900,1.0,1
900,5.0,4
900,6.0,4
901,1.0,2
901,2.0,1
901,5.0,6
901,6.0,1
901,10.0,25
902,5.0,2
902,6.0,1
902,10.0,2
903,0.0,1
903,1.0,1
903,5.0,2
903,6.0,2
903,10.0,10
903,13.0,1
904,1.0,1
904,10.0,18
905,0.0,1
905,10.0,4
905,13.0,2
906,1.0,4
906,2.0,3
906,5.0,1
906,10.0,9
907,1.0,3
907,2.0,1
907,5.0,17
907,6.0,1
907,10.0,16
908,10.0,11
908,13.0,1
909,7.0,1
909,10.0,17
909,13.0,1
910,0.0,1
910,1.0,4
910,2.0,6
910,10.0,14
911,5.0,9
911,10.0,15
911,13.0,1
912,10.0,2
913,5.0,9
913,6.0,1
913,10.0,20
914,1.0,1
914,5.0,1
914,10.0,6
915,10.0,3
916,6.0,1
916,10.0,7
917,5.0,1
917,6.0,1
917,10.0,5
918,0.0,1
918,10.0,3
918,13.0,1
919,1.0,1
919,5.0,1
919,10.0,22
920,5.0,2
920,10.0,20
921,0.0,1
921,5.0,8
921,6.0,3
921,10.0,7
921,13.0,6
922,2.0,3
922,5.0,16
922,10.0,11
922,13.0,3
923,5.0,2
923,6.0,1
923,10.0,5
924,0.0,4
924,1.0,2
924,5.0,11
924,6.0,1
924,10.0,11
925,1.0,3
925,5.0,7
925,10.0,2
926,6.0,1
926,10.0,16
926,12.0,1
926,13.0,2
927,10.0,5
928,10.0,4
929,6.0,2
929,10.0,3
930,0.0,1
930,5.0,2
930,6.0,4
930,10.0,7
930,13.0,1
931,1.0,1
931,5.0,14
931,10.0,22
931,13.0,2
932,0.0,4
932,2.0,5
932,5.0,22
932,6.0,1
932,10.0,20
932,13.0,1
933,0.0,1
933,5.0,9
933,10.0,34
934,0.0,1
934,1.0,1
934,5.0,11
934,6.0,1
934,10.0,14
935,0.0,1
935,1.0,4
935,5.0,2
935,10.0,25
936,0.0,1
936,6.0,4
936,10.0,1
936,13.0,1
937,5.0,10
937,10.0,14
938,1.0,2
938,10.0,3
939,0.0,3
939,1.0,2
939,5.0,15
939,6.0,7
939,10.0,22
939,13.0,12
940,1.0,3
940,10.0,2
941,0.0,1
941,10.0,4
942,1.0,1
942,6.0,1
942,10.0,8
943,6.0,2
944,1.0,2
944,2.0,6
944,5.0,1
944,10.0,21
945,2.0,12
945,5.0,9
945,10.0,25
945,13.0,1
946,1.0,1
946,10.0,3
947,0.0,1
947,5.0,1
947,10.0,8
948,10.0,4
949,1.0,1
949,10.0,2
950,0.0,1
950,5.0,9
950,10.0,23
950,13.0,1
951,0.0,1
951,5.0,4
951,6.0,1
951,10.0,29
951,51.0,1
952,1.0,5
952,3.0,1
952,6.0,1
952,10.0,5
952,51.0,2
952,52.0,1
953,1.0,1
953,10.0,5
953,13.0,1
954,2.0,2
954,5.0,4
954,10.0,24
955,0.0,1
955,2.0,1
955,5.0,3
955,10.0,23
956,0.0,1
956,10.0,12
957,0.0,1
957,1.0,6
957,2.0,1
957,5.0,6
957,10.0,13
957,13.0,2
958,2.0,2
958,5.0,16
958,6.0,1
958,10.0,19
958,13.0,2
959,1.0,3
959,2.0,6
959,5.0,7
959,6.0,3
959,7.0,2
959,10.0,11
959,13.0,1
960,1.0,1
960,7.0,3
960,10.0,4
961,4.0,1
961,10.0,4
962,0.0,1
962,5.0,2
962,10.0,8
963,10.0,5
964,1.0,7
964,2.0,7
964,3.0,4
964,5.0,12
964,6.0,5
964,10.0,12
964,51.0,3
965,0.0,1
965,1.0,4
965,5.0,3
965,6.0,2
965,10.0,7
965,13.0,2
966,5.0,5
966,6.0,1
966,10.0,15
967,0.0,4
967,1.0,2
967,5.0,1
967,10.0,21
968,0.0,6
968,5.0,13
968,6.0,2
968,10.0,32
969,10.0,6
970,2.0,3
970,10.0,3
971,0.0,1
971,5.0,14
971,10.0,4
972,1.0,1
972,3.0,1
972,6.0,1
972,10.0,20
973,0.0,1
973,6.0,2
973,10.0,7
974,6.0,3
974,10.0,1
974,13.0,1
975,10.0,8
976,1.0,1
976,5.0,1
976,6.0,1
976,10.0,5
977,2.0,1
977,5.0,1
977,10.0,5
978,1.0,1
978,2.0,1
978,10.0,3
979,5.0,16
979,6.0,1
979,10.0,7
980,5.0,1
980,10.0,9
981,1.0,2
981,5.0,2
981,6.0,1
981,10.0,1
982,2.0,2
982,5.0,1
982,6.0,1
982,10.0,1
983,5.0,8
983,6.0,4
983,10.0,23
984,2.0,2
984,10.0,7
985,1.0,2
985,2.0,14
985,10.0,14
986,10.0,4
987,10.0,4
988,0.0,1
988,2.0,1
988,5.0,12
988,10.0,5
988,13.0,1
989,10.0,11
990,1.0,6
990,10.0,6
991,1.0,1
991,2.0,2
991,5.0,1
991,6.0,1
991,10.0,1
992,0.0,5
992,1.0,1
992,5.0,1
992,10.0,28
993,0.0,2
993,2.0,2
993,5.0,5
993,6.0,2
993,10.0,13
994,0.0,1
994,1.0,2
994,5.0,1
994,6.0,1
994,10.0,8
994,13.0,1
994,51.0,1
995,0.0,1
995,6.0,1
995,10.0,6
996,1.0,5
996,5.0,2
996,10.0,26
996,13.0,3
997,1.0,3
997,5.0,2
997,10.0,11
997,13.0,1
998,0.0,3
998,1.0,1
998,5.0,1
998,6.0,6
998,10.0,2
999,1.0,5
999,5.0,4
999,10.0,28
1000,10.0,10
1001,6.0,1
1001,10.0,1
1001,13.0,2
1002,1.0,2
1002,5.0,11
1002,6.0,3
1002,7.0,1
1002,10.0,7
1003,10.0,8
1004,0.0,2
1004,1.0,3
1004,2.0,2
1004,3.0,1
1004,5.0,3
1004,10.0,6
1004,51.0,7
1005,10.0,11
1006,0.0,1
1006,1.0,1
1006,2.0,1
1006,5.0,4
1006,6.0,1
1006,8.0,4
1006,10.0,26
1007,2.0,1
1007,5.0,5
1007,6.0,1
1007,10.0,13
1008,10.0,7
1009,5.0,1
1009,10.0,19
1010,0.0,1
1010,2.0,3
1010,10.0,11
1011,0.0,1
1011,10.0,4
1012,1.0,3
1012,2.0,1
1012,5.0,1
1012,10.0,11
1013,5.0,6
1013,6.0,1
1013,10.0,5
1014,2.0,1
1014,5.0,7
1014,6.0,2
1014,7.0,2
1014,10.0,4
1014,13.0,1
1015,0.0,1
1015,6.0,1
1015,10.0,11
1016,6.0,2
1016,10.0,3
1017,0.0,7
1017,6.0,1
1017,10.0,21
1018,5.0,7
1018,10.0,17
1019,0.0,4
1019,5.0,14
1019,6.0,2
1019,10.0,7
1019,13.0,2
1020,1.0,1
1020,6.0,1
1021,0.0,4
1021,1.0,11
1021,2.0,2
1021,3.0,2
1021,6.0,1
1022,0.0,3
1022,10.0,7
1023,6.0,1
1024,1.0,6
1024,5.0,1
1024,13.0,2
1025,1.0,4
1025,2.0,2
1025,10.0,6
1026,5.0,1
1026,10.0,6
1027,2.0,3
1027,5.0,4
1027,10.0,17
1028,2.0,4
1028,5.0,6
1028,10.0,7
1029,5.0,10
1029,10.0,9
1030,0.0,1
1030,1.0,5
1030,2.0,1
1030,6.0,1
1030,10.0,7
1031,0.0,2
1031,6.0,3
1031,10.0,15
1031,12.0,1
1031,51.0,1
1032,0.0,1
1032,1.0,6
1032,2.0,1
1032,5.0,6
1032,6.0,1
1032,10.0,11
1033,5.0,1
1033,10.0,4
1034,5.0,2
1034,10.0,9
1035,5.0,2
1035,10.0,8
1036,5.0,1
1036,6.0,1
1036,10.0,4
1036,13.0,1
1037,0.0,1
1037,5.0,2
1037,10.0,14
1038,0.0,1
1038,2.0,1
1038,5.0,3
1038,10.0,16
1039,5.0,1
1039,10.0,12
1040,2.0,2
1040,10.0,7
1040,13.0,2
1041,10.0,6
1042,1.0,1
1042,10.0,11
1043,0.0,1
1043,5.0,9
1043,10.0,10
1044,1.0,1
1044,10.0,2
1044,13.0,1
1045,1.0,2
1045,5.0,2
1045,10.0,6
1046,5.0,4
1046,10.0,7
1047,1.0,6
1047,10.0,10
1048,5.0,4
1048,10.0,3
1049,5.0,4
1049,10.0,11
1050,1.0,2
1050,10.0,4
