customer_no,owner_indic,acct_type,count
561,1,1,1
561,1,5,1
562,1,10,12
562,1,2,1
562,1,5,1
562,2,10,1
563,1,6,3
563,1,10,3
563,1,5,1
564,1,10,6
564,1,1,4
564,1,5,2
564,1,13,2
564,1,54,1
565,1,5,3
565,1,10,1
566,1,10,11
566,1,2,1
566,1,5,1
566,4,2,1
567,1,10,3
567,1,5,2
568,1,10,3
569,1,10,5
569,1,1,2
569,1,5,2
569,1,6,2
569,1,13,2
569,1,0,1
570,1,10,8
570,1,5,1
570,1,6,1
570,1,7,1
570,4,1,1
571,1,10,3
571,1,6,2
571,1,13,2
571,1,1,1
571,1,5,1
571,4,13,1
572,1,10,3
572,1,7,2
572,1,5,1
573,1,10,3
573,1,5,1
574,1,10,17
574,1,5,3
574,1,0,1
574,1,1,1
575,1,10,1
575,4,2,1
576,1,10,4
576,1,13,2
576,1,1,1
576,1,5,1
577,1,10,5
577,1,13,1
578,1,10,1
579,1,10,1
580,1,6,10
580,1,10,9
580,1,5,4
580,1,13,1
581,1,10,6
581,1,1,1
581,1,13,1
582,1,10,3
582,1,1,1
582,1,2,1
583,1,10,3
583,2,10,3
583,4,2,2
584,1,10,8
584,1,5,1
584,1,6,1
584,4,13,1
585,1,5,2
585,1,10,2
585,4,13,1
586,1,10,4
587,1,10,2
587,1,6,1
588,1,10,3
588,1,5,1
589,1,10,5
589,1,0,1
589,1,6,1
590,1,10,2
591,1,10,3
591,1,5,1
592,1,10,7
592,1,5,2
592,1,6,2
592,1,13,1
593,1,10,3
593,1,5,2
593,1,6,1
594,1,10,3
594,1,6,1
595,1,10,8
595,1,54,1
596,1,6,4
596,1,10,2
596,1,5,1
596,1,13,1
597,1,10,3
597,1,5,2
598,1,10,6
598,1,5,4
598,1,13,3
598,1,0,2
598,1,32,1
598,1,51,1
598,4,1,1
599,1,10,8
599,1,5,2
600,1,10,3
600,1,5,1
601,1,10,5
602,1,10,7
602,1,5,1
603,1,10,3
603,1,6,1
604,1,10,8
604,1,13,2
604,1,5,1
605,1,10,4
605,1,5,2
605,1,6,1
605,4,7,2
606,1,2,1
606,1,5,1
606,1,7,1
606,1,10,1
607,1,10,4
607,1,5,2
608,1,10,2
609,1,10,10
609,1,6,5
609,4,2,1
610,1,10,3
610,1,6,2
610,1,1,1
610,4,7,2
611,1,10,2
611,1,2,1
611,1,6,1
612,1,1,5
612,1,6,3
612,1,5,2
612,1,0,1
612,1,2,1
612,1,10,1
612,1,13,1
613,1,10,1
614,1,10,3
615,1,10,2
616,1,10,7
616,1,6,4
616,1,5,2
616,1,1,1
617,1,10,6
617,1,1,1
617,1,5,1
618,1,10,11
619,1,10,9
619,1,0,2
619,1,6,1
619,1,56,1
620,1,5,4
620,1,10,4
620,1,13,1
621,1,10,4
621,1,1,1
621,1,12,1
622,1,10,3
623,1,5,4
623,1,7,2
623,1,10,1
624,1,10,3
624,1,5,1
625,1,10,8
625,4,2,1
625,4,13,1
626,1,6,3
626,1,10,3
627,1,10,8
627,1,2,1
627,4,2,2
628,1,10,1
629,1,10,21
629,1,6,3
629,1,5,1
629,4,1,1
630,1,10,4
630,1,5,1
630,1,6,1
630,1,13,1
631,1,10,4
631,1,5,2
631,1,13,1
632,1,6,6
632,1,13,1
633,1,6,8
633,1,0,5
633,1,10,4
633,1,1,3
633,1,5,3
633,1,13,1
633,2,10,1
633,4,1,2
634,1,10,2
634,1,1,1
634,1,5,1
635,1,10,1
636,1,10,12
636,1,1,2
636,1,5,2
637,1,10,4
637,1,5,1
637,4,13,1
638,1,1,5
638,1,10,2
639,1,5,12
639,1,10,8
639,1,6,6
639,1,2,3
639,1,13,2
639,4,2,1
640,1,10,8
640,1,5,2
640,4,2,1
641,1,10,7
641,1,6,4
641,1,53,2
641,1,0,1
641,1,5,1
642,1,10,3
643,1,10,2
643,1,13,1
644,1,10,3
644,1,1,1
645,1,10,3
645,1,6,2
646,1,10,20
646,1,6,4
646,1,5,2
646,1,13,2
646,2,10,2
647,1,10,10
647,1,5,3
647,1,1,2
647,1,2,1
647,1,6,1
647,2,10,1
648,1,5,1
648,1,10,1
649,1,10,3
650,1,10,3
650,1,1,1
651,1,5,5
651,1,10,4
651,1,6,1
652,1,10,3
652,1,2,1
652,1,5,1
652,1,6,1
653,1,10,2
653,2,10,1
654,1,10,6
654,1,6,1
654,4,13,1
655,1,10,6
655,1,6,1
656,1,10,3
656,1,6,1
656,1,13,1
657,1,10,8
657,1,5,2
657,1,2,1
657,1,3,1
658,1,5,5
658,1,10,4
658,1,6,1
658,1,13,1
659,1,10,7
659,1,7,6
659,1,6,5
659,1,5,1
660,1,10,8
660,1,6,3
660,1,5,1
660,2,10,2
661,1,10,3
661,1,13,1
662,1,10,2
662,1,1,1
663,1,10,2
663,1,2,1
664,1,10,5
664,1,1,1
664,1,52,1
665,1,10,6
665,1,1,1
665,1,13,1
665,4,1,1
666,1,10,3
666,1,6,2
666,1,32,1
666,2,10,1
666,4,13,1
667,1,10,8
667,1,6,3
667,1,5,1
667,1,12,1
668,1,10,1
668,2,10,3
669,1,10,4
669,1,6,1
670,1,10,11
670,1,1,2
670,1,0,1
670,1,5,1
671,1,5,4
671,1,10,3
672,1,10,2
672,1,0,1
672,1,1,1
673,1,10,1
673,4,2,1
674,1,10,2
675,1,10,14
675,1,6,1
675,1,13,1
676,1,10,3
677,1,10,2
677,1,5,1
678,1,6,2
678,1,10,2
678,1,5,1
679,1,10,12
679,1,1,1
679,1,53,1
679,4,1,1
679,4,13,1
680,1,10,5
680,1,6,1
680,4,1,1
681,1,10,4
681,1,5,1
681,1,6,1
682,1,10,4
682,1,5,1
683,1,10,7
684,1,5,2
684,1,10,2
685,1,10,7
685,1,5,3
685,2,10,1
685,4,2,2
686,1,10,2
686,1,13,1
687,1,10,11
687,1,6,5
687,1,5,2
687,1,13,2
687,2,10,1
687,4,13,1
688,1,10,6
688,1,6,2
688,1,5,1
689,1,10,6
689,1,2,1
689,1,5,1
689,1,6,1
690,1,6,3
690,1,10,2
690,1,5,1
690,4,2,1
691,1,10,5
691,1,5,3
691,1,6,3
691,1,12,1
691,1,51,1
692,1,0,1
692,1,5,1
692,1,6,1
692,1,10,1
693,1,10,3
694,1,10,4
694,1,17,1
694,3,17,1
695,1,10,3
696,1,5,1
696,1,6,1
696,1,10,1
696,1,13,1
697,1,10,3
697,1,1,1
697,1,6,1
698,1,10,4
698,1,5,2
698,1,6,1
698,1,13,1
699,1,10,4
699,1,13,3
699,1,5,1
700,1,10,3
700,1,13,2
701,1,10,8
701,1,5,3
701,1,1,1
701,1,6,1
701,4,2,1
702,1,10,4
702,1,13,4
702,1,0,2
702,1,5,1
702,1,6,1
703,3,2,1
704,1,10,4
704,4,2,1
705,1,10,2
705,1,0,1
705,1,5,1
705,1,6,1
706,1,10,21
706,1,5,9
706,1,6,9
706,1,1,3
706,1,3,2
706,2,10,1
706,4,6,1
706,4,7,1
707,1,10,10
707,1,6,3
707,1,5,1
707,2,10,1
708,1,6,3
708,1,10,1
709,1,10,16
709,1,6,4
709,1,5,2
709,4,2,1
710,1,10,4
710,1,8,1
711,1,10,14
711,2,10,1
712,1,10,4
712,1,0,1
712,1,5,1
713,1,5,9
713,1,10,5
713,1,6,2
713,1,13,2
713,1,1,1
713,1,2,1
714,1,6,4
714,1,1,1
715,1,10,9
716,1,6,4
716,1,10,2
716,1,0,1
716,1,1,1
716,1,5,1
716,3,1,1
717,1,10,5
717,1,6,2
718,1,10,7
718,1,5,2
718,1,0,1
718,1,6,1
718,4,1,1
718,4,13,1
719,1,10,3
719,1,5,1
720,1,10,3
720,1,6,1
721,1,10,3
722,1,10,2
722,1,6,1
722,1,13,1
723,1,5,2
723,1,10,1
724,1,10,7
724,1,6,1
725,1,6,3
725,1,1,1
725,1,5,1
725,1,10,1
725,1,13,1
726,1,10,1
727,1,10,7
728,1,10,5
729,1,10,1
729,3,52,1
730,1,10,5
730,1,2,1
730,1,13,1
730,4,2,1
731,1,10,5
731,1,5,3
731,1,1,1
731,1,12,1
732,1,5,1
733,1,10,4
733,1,5,2
733,4,2,1
734,1,6,5
734,1,10,4
734,1,0,1
735,1,10,8
735,1,5,2
735,1,1,1
736,1,10,3
736,4,2,1
737,1,10,7
737,1,1,1
737,1,2,1
737,1,6,1
737,4,2,1
738,1,10,5
738,1,1,2
738,1,2,1
738,1,4,1
738,4,13,1
739,1,10,4
739,1,0,1
739,1,1,1
739,1,5,1
740,1,6,4
740,1,5,1
741,1,10,1
742,1,10,4
742,1,5,2
743,1,10,4
744,1,10,2
744,1,2,1
745,1,10,3
745,1,0,1
745,1,5,1
746,1,10,6
746,1,13,2
746,1,2,1
746,1,6,1
746,1,7,1
746,4,2,4
747,1,10,4
748,1,1,1
748,1,5,1
748,1,10,1
749,1,6,4
749,1,10,4
749,1,5,1
750,1,6,12
750,1,10,11
750,1,5,1
750,1,13,1
750,2,10,1
751,1,10,5
751,1,6,2
751,1,1,1
751,1,5,1
751,2,10,2
752,1,10,5
752,1,5,2
753,1,10,3
754,1,10,15
754,1,6,5
754,1,1,1
754,1,5,1
755,1,10,6
755,1,6,2
756,1,10,5
756,1,5,2
756,1,32,1
757,1,10,8
757,1,5,1
757,4,1,1
758,1,6,2
758,1,1,1
758,1,10,1
759,1,10,4
759,1,6,2
759,1,5,1
760,1,10,4
761,1,0,1
761,1,10,1
761,1,13,1
762,1,10,8
762,1,6,5
762,1,5,1
762,1,13,1
762,4,8,1
763,1,10,13
763,1,6,1
764,1,6,3
764,1,1,1
764,4,7,3
764,4,0,1
764,4,2,1
765,1,6,4
765,1,10,4
765,1,1,1
765,1,32,1
766,1,10,3
767,1,10,5
767,1,13,1
768,1,5,2
768,1,10,1
769,1,10,2
769,1,6,1
769,1,13,1
769,3,13,1
770,1,10,4
770,1,6,1
771,1,10,4
771,1,13,1
772,1,10,2
773,1,10,2
773,1,5,1
773,1,13,1
774,1,10,12
775,1,10,9
775,1,5,8
775,1,6,5
775,1,1,3
775,1,0,1
775,1,2,1
775,1,13,1
775,1,32,1
775,4,2,1
776,1,2,2
776,1,0,1
776,1,10,1
777,1,10,3
777,1,5,1
777,1,13,1
778,1,10,2
778,1,13,1
779,1,10,3
780,1,10,4
781,1,6,6
781,1,1,1
781,1,3,1
781,4,0,1
781,4,32,1
782,1,10,2
782,1,6,1
782,4,5,2
783,1,10,2
784,1,10,18
784,1,1,2
784,4,2,1
785,1,10,2
785,4,13,1
786,1,1,2
786,1,5,1
786,1,10,1
786,4,1,1
787,1,10,4
787,1,6,1
787,4,2,1
788,1,5,3
788,1,0,1
788,1,10,1
789,1,10,10
789,1,6,7
789,1,1,4
789,4,1,1
790,1,10,6
790,1,2,2
790,1,5,1
791,1,10,4
791,1,5,3
791,1,7,2
791,1,6,1
792,1,10,2
792,1,5,1
792,1,6,1
792,4,2,1
793,1,10,10
793,1,0,3
793,1,2,1
793,1,5,1
794,1,10,4
794,1,5,1
794,1,13,1
795,1,5,2
795,1,10,2
796,1,10,6
796,1,1,2
796,1,5,2
796,1,6,2
796,1,2,1
796,1,13,1
797,1,6,3
797,1,10,3
798,1,10,6
798,1,5,3
798,1,6,2
798,1,0,1
798,1,1,1
799,1,10,4
799,1,5,3
799,1,6,2
799,1,13,1
800,1,10,4
800,1,6,3
800,1,5,2
800,1,13,1
801,1,10,5
801,1,13,1
802,1,5,3
802,1,10,3
802,1,2,2
802,1,6,1
803,1,10,4
804,1,6,7
804,1,10,6
804,1,5,1
804,4,6,1
805,1,10,3
805,1,5,1
806,1,10,1
807,1,0,1
807,1,6,1
807,1,10,1
808,1,10,2
808,1,5,1
808,1,6,1
809,1,10,4
809,1,0,1
810,1,10,7
810,1,0,1
810,2,10,2
811,1,10,2
812,1,10,9
812,1,5,2
812,1,6,1
813,1,10,2
814,1,10,16
814,1,5,4
815,1,10,3
815,1,1,1
815,1,13,1
816,1,10,5
816,1,5,2
816,1,6,2
817,1,10,10
817,1,5,1
817,2,10,1
818,1,10,2
818,1,6,1
819,1,10,2
820,1,10,3
821,1,10,1
822,1,10,6
823,1,10,4
823,1,5,2
824,1,10,3
825,1,10,5
825,1,5,2
826,1,10,2
826,1,5,1
827,1,10,10
827,1,6,6
827,1,5,2
827,2,10,2
828,1,10,2
828,1,6,1
829,1,10,3
830,1,10,3
831,1,10,4
831,1,13,2
831,1,5,1
832,1,10,4
832,1,6,3
832,1,13,2
832,1,5,1
833,1,6,4
833,1,5,3
833,1,10,2
834,1,6,3
834,1,10,2
834,1,5,1
834,1,13,1
835,1,6,2
835,1,10,2
835,1,7,1
836,1,10,2
836,1,6,1
837,1,10,5
837,1,6,1
837,4,2,1
838,1,10,6
838,1,6,3
838,1,0,2
838,1,1,1
838,1,5,1
838,1,13,1
838,4,2,1
839,1,10,13
839,1,5,5
839,1,13,1
839,2,10,1
840,1,10,7
840,1,5,1
840,1,6,1
841,1,6,4
841,1,10,4
841,1,5,1
842,1,10,5
842,1,4,1
843,1,10,15
843,1,6,9
843,1,5,3
843,1,13,1
843,4,1,2
844,1,10,2
844,1,13,1
844,4,13,1
845,1,10,10
845,1,6,8
845,1,0,2
845,1,13,2
846,1,5,2
846,1,6,2
846,1,10,2
846,1,1,1
846,1,13,1
847,1,10,2
847,1,32,1
848,1,10,4
848,1,5,1
848,1,13,1
849,1,10,4
849,1,5,2
849,1,6,2
850,1,10,6
850,1,5,2
851,1,10,4
851,1,13,1
852,1,13,2
852,1,5,1
852,1,10,1
853,1,10,2
854,1,6,4
854,1,10,3
854,1,5,1
855,1,10,7
855,1,5,3
855,1,6,2
855,1,0,1
855,1,1,1
856,1,10,11
857,1,10,2
858,1,6,6
858,1,10,4
859,1,10,4
860,1,10,4
861,1,10,9
861,1,6,3
861,1,5,1
861,1,12,1
862,1,10,10
862,1,5,2
863,1,5,1
863,1,7,1
863,1,10,1
864,1,7,14
864,1,53,7
864,1,10,4
864,1,1,1
864,1,6,1
865,1,10,3
865,1,5,2
865,1,13,1
865,1,32,1
865,4,13,1
866,1,10,5
866,1,5,2
867,1,10,3
867,1,1,2
867,2,10,1
868,1,10,2
868,1,13,1
869,1,10,2
869,1,13,1
870,1,10,16
870,1,5,8
870,1,6,6
871,1,10,7
871,1,5,1
871,4,2,1
872,1,10,5
873,1,10,12
873,1,2,1
873,1,5,1
873,1,6,1
874,1,10,5
874,1,1,1
875,1,10,4
875,1,5,1
875,1,6,1
876,1,10,13
876,1,6,1
876,1,13,1
877,1,5,2
877,1,10,1
878,1,10,2
879,1,6,2
879,1,1,1
879,1,10,1
880,1,10,6
880,1,7,2
881,1,10,15
881,1,1,2
881,1,5,1
881,1,6,1
881,1,13,1
881,4,2,1
882,1,10,5
882,1,5,1
883,1,10,9
883,1,6,1
883,1,13,1
883,1,15,1
884,1,5,3
884,1,10,3
884,1,6,2
884,1,13,1
885,1,10,5
885,1,1,3
885,1,3,1
886,1,10,4
886,1,13,2
886,1,5,1
886,1,12,1
887,1,10,4
887,1,6,1
887,1,13,1
888,1,6,3
888,1,10,2
889,1,6,4
889,1,10,2
889,1,13,1
890,1,10,2
891,1,10,9
891,1,5,2
891,1,6,1
892,1,10,5
892,1,5,1
892,1,6,1
893,1,10,4
893,1,5,2
893,1,0,1
894,1,10,6
895,1,10,17
895,1,5,2
895,1,0,1
895,1,1,1
895,1,13,1
896,1,10,10
896,1,5,4
896,1,6,3
897,1,10,4
897,1,6,2
898,1,10,4
898,1,3,1
899,1,10,15
899,1,7,4
899,1,6,1
899,1,13,1
899,1,17,1
899,3,17,1
899,4,2,1
900,1,6,8
900,1,5,1
901,1,10,9
901,1,5,5
901,1,32,1
901,3,2,1
901,4,1,1
901,4,5,1
902,1,10,2
902,1,6,1
903,1,10,7
903,1,6,2
903,1,5,1
903,1,13,1
904,1,10,2
904,1,1,1
904,1,13,1
905,1,10,2
905,1,5,1
905,1,13,1
906,1,10,10
906,1,6,5
906,1,1,2
906,1,2,1
906,1,5,1
907,1,10,6
907,1,5,2
907,1,6,1
907,1,8,1
908,1,10,4
908,1,13,1
909,1,10,6
909,1,13,1
910,1,10,19
910,1,1,1
910,1,2,1
910,1,6,1
910,4,2,1
911,1,10,3
911,1,5,1
911,1,13,1
912,1,10,2
913,1,10,5
913,1,5,2
914,1,10,7
914,1,5,1
915,1,10,3
916,1,10,3
916,1,13,1
917,1,10,2
918,1,10,2
918,1,1,1
918,1,6,1
919,1,10,10
919,1,2,1
919,1,5,1
920,1,10,5
920,1,7,2
920,1,6,1
921,1,10,4
921,1,5,3
921,1,6,2
921,1,13,2
921,1,0,1
922,1,10,3
922,1,5,1
922,1,13,1
922,4,2,1
923,1,10,3
924,1,6,6
924,1,10,5
924,1,5,3
924,1,1,1
925,1,10,2
925,4,1,1
926,1,10,6
926,1,12,1
927,1,10,4
928,1,10,3
929,1,10,2
929,1,13,1
930,1,10,4
930,1,6,2
930,1,13,1
931,1,10,4
931,1,5,3
931,1,13,1
932,1,10,8
932,1,5,5
932,1,6,2
932,1,13,2
932,1,1,1
932,2,10,1
933,1,10,11
933,1,5,3
933,1,6,1
934,1,6,3
934,1,10,3
934,1,5,2
934,1,0,1
935,1,10,5
935,1,6,3
935,1,13,1
935,4,1,1
936,1,6,2
936,1,10,1
936,1,13,1
937,1,10,4
937,1,5,1
938,1,10,2
938,1,0,1
938,1,1,1
939,1,10,14
939,1,13,7
939,1,6,6
939,1,5,4
939,1,0,1
940,4,1,1
941,1,10,2
942,1,10,5
942,1,1,1
943,1,6,1
944,1,10,6
944,1,0,1
944,1,1,1
944,4,2,1
945,1,10,8
945,1,5,6
945,1,2,1
945,1,13,1
945,4,2,1
946,1,10,3
946,4,1,1
947,1,10,2
947,1,0,1
947,1,6,1
948,1,10,2
948,1,0,1
948,1,5,1
949,1,5,1
949,1,10,1
949,1,13,1
950,1,10,8
950,1,5,3
950,1,6,1
951,1,10,5
951,1,6,2
951,1,5,1
952,1,6,5
952,1,10,3
952,1,1,2
952,3,1,2
952,3,17,1
953,1,10,2
953,3,13,1
953,4,1,1
954,1,10,12
954,1,5,1
955,1,10,7
955,1,5,1
956,1,10,8
956,1,1,1
956,2,10,1
957,1,10,6
957,1,0,1
957,1,5,1
957,1,6,1
957,1,13,1
957,1,32,1
958,1,10,2
958,1,6,1
958,1,13,1
959,1,10,5
959,1,6,4
959,1,7,3
959,1,5,2
959,1,0,1
959,1,1,1
959,4,2,1
960,1,10,2
960,1,1,1
961,1,10,3
962,1,10,2
963,1,10,6
963,1,5,1
964,1,6,7
964,1,10,4
964,1,1,1
964,1,5,1
964,4,1,1
965,1,10,3
965,1,5,1
965,1,6,1
965,1,13,1
966,1,10,3
966,1,5,2
967,1,10,8
967,1,1,2
967,1,0,1
967,1,6,1
967,1,13,1
968,1,10,14
968,1,5,3
968,1,6,3
968,1,2,1
969,1,10,2
969,1,8,1
970,1,10,2
970,4,2,1
971,1,10,2
971,1,5,1
971,1,6,1
971,1,13,1
972,1,10,8
972,1,6,2
972,1,1,1
972,1,13,1
973,1,10,2
973,1,6,1
974,1,6,1
974,1,10,1
974,1,12,1
975,1,10,3
976,1,10,8
976,1,5,1
976,1,6,1
976,4,1,1
977,1,10,5
977,1,2,1
977,1,5,1
978,1,10,2
978,2,10,1
978,4,1,1
979,1,5,1
979,1,10,1
980,1,10,6
980,1,0,1
981,1,0,1
981,1,6,1
981,1,13,1
981,4,1,1
982,1,2,1
982,1,10,1
983,1,10,5
983,1,6,4
983,1,5,1
984,1,10,1
985,1,10,8
985,1,1,2
985,1,2,2
985,4,2,4
986,1,10,4
987,1,10,4
988,1,10,4
988,1,5,1
988,1,13,1
989,1,10,4
989,1,12,1
990,1,10,3
990,1,1,2
991,4,2,1
992,1,10,6
992,1,1,1
992,4,1,1
993,1,10,4
993,1,5,1
993,1,6,1
993,4,2,1
994,1,6,3
994,1,10,1
994,1,13,1
995,1,10,12
996,1,10,8
996,1,1,2
996,1,5,2
996,1,13,1
997,1,10,4
997,1,1,1
997,1,13,1
998,1,6,5
998,1,10,2
998,1,1,1
998,1,13,1
999,1,10,16
999,1,1,6
999,1,13,2
999,1,5,1
999,4,2,1
1000,1,10,3
1001,1,10,1
1001,1,13,1
1001,4,13,1
1002,1,6,6
1002,1,10,3
1002,1,7,2
1002,1,5,1
1002,1,13,1
1002,3,6,1
1003,1,10,3
1004,1,10,7
1004,1,1,2
1004,1,51,1
1004,2,10,1
1005,1,10,2
1006,1,10,7
1006,1,5,1
1006,1,6,1
1006,4,2,1
1006,4,8,1
1007,1,10,16
1007,1,5,2
1007,1,6,1
1007,1,12,1
1007,1,15,1
1008,1,10,4
1008,1,1,1
1008,3,1,1
1009,1,10,6
1009,1,5,1
1009,1,6,1
1010,1,10,9
1010,1,6,5
1010,4,7,2
1010,4,2,1
1011,1,10,1
1012,1,10,2
1012,1,1,1
1012,1,2,1
1012,1,5,1
1013,1,6,1
1014,1,6,6
1014,1,7,6
1014,1,10,4
1014,1,13,1
1014,3,5,1
1014,4,2,1
1015,1,10,4
1015,1,6,1
1016,1,10,6
1016,1,6,2
1016,1,1,1
1016,1,2,1
1016,1,5,1
1016,2,10,5
1016,3,1,1
1016,4,35,1
1017,1,10,6
1017,1,0,3
1017,1,5,1
1018,1,5,3
1018,1,10,2
1019,1,6,4
1019,1,7,3
1019,1,10,3
1019,1,5,2
1019,1,13,1
1020,1,6,3
1020,1,1,1
1020,1,13,1
1021,1,6,2
1021,1,5,1
1021,4,2,1
1022,1,10,5
1022,1,5,1
1022,1,6,1
1023,1,6,1
1023,1,10,1
1023,2,10,5
1024,1,6,5
1024,1,13,2
1024,1,17,1
1025,1,10,5
1025,1,6,2
1025,1,2,1
1025,2,10,1
1025,4,1,1
1026,1,10,2
1026,1,5,1
1027,1,10,9
1027,1,5,1
1027,4,2,2
1028,1,10,3
1028,1,2,1
1028,1,5,1
1029,1,5,3
1029,1,10,2
1030,1,10,7
1030,1,6,2
1030,1,0,1
1030,1,1,1
1030,1,13,1
1030,2,10,1
1030,4,1,5
1030,4,0,1
1031,1,6,11
1031,1,10,5
1031,1,51,1
1032,1,6,12
1032,1,5,4
1032,1,1,3
1032,1,10,3
1032,1,0,1
1032,1,2,1
1033,1,10,1
1034,1,10,3
1034,1,5,1
1035,1,10,3
1035,1,5,2
1035,1,0,1
1035,1,6,1
1036,1,10,2
1036,1,0,1
1036,1,13,1
1037,1,10,8
1038,1,10,4
1038,1,2,1
1038,1,5,1
1038,1,13,1
1039,1,10,1
1040,1,10,3
1040,1,13,2
1041,1,10,3
1042,1,1,1
1043,1,10,4
1043,1,6,3
1043,1,5,2
1044,1,1,1
1044,1,10,1
1045,1,6,3
1045,1,1,2
1045,1,10,1
1046,1,10,5
1047,1,10,2
1047,1,1,1
1048,1,10,2
1049,1,10,6
1049,1,5,2
1050,1,10,3
1050,1,1,2
1051,1,10,11
1051,1,5,4
1051,1,6,1
1051,1,13,1
1052,1,6,11
1052,1,10,2
1052,1,13,1
1053,1,10,6
1053,1,0,2
1053,1,5,1
1054,1,10,4
1054,1,1,2
1055,1,10,2
1055,1,12,1
1056,1,10,4
1056,1,5,2
1056,1,1,1
1057,1,10,5
1057,1,6,2
1058,1,10,5
1059,1,10,2
1059,1,1,1
1059,1,5,1
1060,1,10,11
1060,1,5,10
1060,1,6,1
1061,1,6,3
1061,1,10,1
1061,1,32,1
1061,4,2,1
1062,1,10,2
1063,1,10,2
1063,1,6,1
1064,1,13,1
1064,3,0,1
1065,1,10,10
1065,1,6,6
1065,1,5,1
1066,1,10,6
1066,1,5,2
1066,1,13,1
1067,1,1,3
1067,1,17,1
1068,1,10,1
1069,1,10,7
1070,1,6,5
1070,1,10,2
1070,1,13,1
1071,1,10,2
1072,1,10,2
1073,1,5,6
1073,1,10,5
1073,1,6,2
1073,1,12,1
1073,1,13,1
1073,4,2,1
1074,1,5,2
1074,1,10,2
1074,1,0,1
1074,1,13,1
1075,1,1,1
1075,1,10,1
1076,1,10,2
1077,1,10,2
1077,1,5,1
1078,1,6,24
1078,1,1,2
1078,1,5,2
1078,1,13,1
1079,1,5,2
1079,1,10,1
1080,1,10,4
1080,1,1,1
1080,1,5,1
1081,1,10,4
1081,1,5,1
1082,1,10,5
1082,1,6,1
1082,1,13,1
1082,4,2,3
1082,4,8,1
1083,1,10,3
1084,1,10,7
1084,1,5,2
1084,1,1,1
1084,4,2,1
1085,1,10,2
1085,1,0,1
1085,1,5,1
1086,1,10,1
1087,1,10,12
1087,1,5,2
1087,1,6,1
1087,1,12,1
1088,1,6,18
1088,1,10,9
1088,1,13,2
1088,1,0,1
1088,1,1,1
1088,1,5,1
1089,1,6,3
1089,1,10,3
1089,1,12,2
1090,1,7,3
1090,1,13,2
1090,1,4,1
1090,1,10,1
1091,1,10,4
1091,1,5,1
1092,1,6,2
1092,1,10,1
1092,4,7,9
1093,1,10,2
1093,1,13,2
1093,1,0,1
1093,1,1,1
1093,1,5,1
1093,1,7,1
1093,3,1,1
1094,1,7,7
1094,1,2,1
1094,1,3,1
1094,1,8,1
1094,1,10,1
1095,1,6,6
1095,1,5,2
1095,1,10,2
1095,1,3,1
1096,1,53,4
1096,1,10,2
1097,1,10,3
1098,1,10,4
1098,1,6,1
1098,4,1,1
1099,1,10,3
1100,1,10,4
1100,1,6,1
1101,1,10,5
1101,1,15,3
1101,1,13,1
1102,1,7,5
1102,1,10,4
1102,1,5,2
1102,1,0,1
1103,1,10,5
1103,1,1,1
1104,1,10,9
1104,1,1,3
1104,1,2,1
1104,1,5,1
1104,1,6,1
1105,1,10,4
1105,1,2,1
1106,1,10,2
1107,1,10,6
1107,1,6,3
1107,1,2,1
1107,2,10,2
1108,1,10,8
1108,1,1,1
1108,3,2,1
1109,1,10,6
1109,1,1,2
1109,1,5,2
1109,1,6,2
1110,1,10,4
1110,1,5,2
1110,1,6,1
1110,1,13,1
1111,1,6,9
1111,1,10,1
1112,1,10,13
1112,1,6,3
1113,1,6,8
1113,1,10,1
1113,4,1,2
1114,1,10,2
1115,1,10,10
1115,1,0,1
1115,1,13,1
1115,4,2,3
1116,1,10,19
1117,1,10,6
1117,1,13,2
1118,1,10,8
1119,1,10,4
1119,1,6,2
1119,1,1,1
1119,1,5,1
1119,1,13,1
1120,1,10,3
1120,1,5,2
1120,1,13,1
1121,1,10,22
1121,1,1,2
1121,1,5,1
1122,1,10,6
1122,1,6,5
1122,1,5,3
1122,2,10,1
1123,1,10,2
1124,1,10,7
1124,1,0,1
1124,1,2,1
1124,4,2,2
1125,1,6,5
1126,1,10,5
1126,1,5,2
1126,1,0,1
1126,1,13,1
1126,1,51,1
1127,1,10,4
1127,1,5,3
1127,1,32,2
1128,1,10,8
1128,1,5,2
1129,1,10,4
1129,1,6,2
1129,1,1,1
1130,1,6,1
1130,1,10,1
1131,1,10,3
1131,1,13,1
1132,1,10,3
1132,1,5,2
1133,1,10,4
1133,1,6,1
1134,1,10,7
1134,1,5,4
1134,1,6,4
1134,1,0,1
1135,1,10,3
1136,1,6,3
1136,1,1,2
1136,1,0,1
1136,1,7,1
1137,1,10,14
1137,1,5,1
1137,4,2,2
1137,4,1,1
1137,4,3,1
1138,1,10,3
1138,1,6,2
1138,1,5,1
1139,1,10,2
1140,1,10,9
1140,4,13,2
1141,1,6,5
1141,1,0,2
1141,1,1,2
1141,1,2,1
1141,1,5,1
1141,1,10,1
1141,4,2,1
1142,1,10,5
1142,1,5,2
1143,1,5,5
1143,1,10,5
1143,1,7,2
1143,1,0,1
1143,1,1,1
1143,1,6,1
1144,1,10,14
1144,1,5,2
1144,1,6,1
1144,1,13,1
1145,1,10,19
1145,1,5,1
1146,1,10,4
1147,1,10,3
1147,1,0,2
1147,1,5,2
1147,1,1,1
1148,1,5,1
1148,1,6,1
1148,1,13,1
1148,4,5,1
1149,1,6,2
